run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-09-25,20260925-011011-837bf40e,articles.csv,CSV,Raw Collection,Generated,75,2026-09-25 01:10:12,All saved articles above the relevance threshold.,Strategy Team
2026-09-25,20260925-011011-837bf40e,high_priority_articles.csv,CSV,Strategy Briefing,Generated,38,2026-09-25 01:10:12,Must Read and Review articles.,Executive
2026-09-25,20260925-011011-837bf40e,market_signals.csv,CSV,Strategy Briefing,Generated,29,2026-09-25 01:10:12,Articles with numeric market signals.,Strategy Team
2026-09-25,20260925-011011-837bf40e,strategy_briefing.csv,CSV,Strategy Briefing,Generated,43,2026-09-25 01:10:12,Core briefing dataset for strategic review.,Executive
2026-09-25,20260925-011011-837bf40e,daily_strategy_briefing.md,Markdown,Strategy Briefing,Generated,8,2026-09-25 01:10:12,Human-readable daily strategy briefing.,Executive
2026-09-25,20260925-011011-837bf40e,weekly_strategy_memo.md,Markdown,Strategy Briefing,Generated,39,2026-09-25 01:10:35,"Weekly memo with trends, regimes, and strategic implications.",Executive
2026-09-25,20260925-011011-837bf40e,executive_dashboard_brief.md,Markdown,Executive Dashboard,Generated,11,2026-09-25 01:10:35,Concise dashboard-ready executive brief.,Executive
2026-09-25,20260925-011011-837bf40e,executive_dashboard_brief_ko.md,Markdown,Executive Dashboard,Generated,7,2026-09-25 01:10:35,Korean executive dashboard briefing.,Executive
2026-09-25,20260925-011011-837bf40e,weekly_strategy_memo_ko.md,Markdown,Strategy Briefing,Generated,6,2026-09-25 01:10:35,Korean weekly strategy memo.,Executive
2026-09-25,20260925-011011-837bf40e,executive_priority_brief_ko.md,Markdown,Executive Dashboard,Generated,4,2026-09-25 01:10:35,Korean executive priority brief.,Executive
2026-09-25,20260925-011011-837bf40e,opportunity_radar_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-09-25 01:10:35,Korean opportunity radar report.,Investment Team
2026-09-25,20260925-011011-837bf40e,distress_watchlist_report_ko.md,Markdown,Opportunity / Distress,Generated,5,2026-09-25 01:10:35,Korean distress watchlist report.,Investment Team
2026-09-25,20260925-011011-837bf40e,high_confidence_watchlist_report_ko.md,Markdown,Quality Control,Generated,4,2026-09-25 01:10:35,Korean high-confidence watchlist report.,Executive
2026-09-25,20260925-011011-837bf40e,la_asset_watch_report_ko.md,Markdown,Deal / Asset Intelligence,Generated,5,2026-09-25 01:10:35,Korean LA asset watch report.,US Local Team
2026-09-25,20260925-011011-837bf40e,la_entitlement_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,5,2026-09-25 01:10:35,Korean LA entitlement watch report.,US Local Team
2026-09-25,20260925-011011-837bf40e,la_development_lifecycle_watch_report_ko.md,Markdown,Entitlement / Lifecycle Intelligence,Generated,4,2026-09-25 01:10:35,Korean LA development lifecycle watch report.,US Local Team
2026-09-25,20260925-011011-837bf40e,gp_watchlist_report_ko.md,Markdown,GP / Institutional Intelligence,Generated,5,2026-09-25 01:10:35,Korean GP watchlist report.,Strategy Team
2026-09-25,20260925-011011-837bf40e,korean_reporting_index.md,Markdown,Strategy Briefing,Generated,4,2026-09-25 01:10:35,Index and reading order for Korean reports.,Executive
2026-09-25,20260925-011011-837bf40e,dashboard_summary.csv,CSV,Executive Dashboard,Generated,1,2026-09-25 01:10:35,One-row run summary for future dashboard metrics.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,dashboard_cards.csv,CSV,Executive Dashboard,Generated,38,2026-09-25 01:10:35,Dashboard-ready card data.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,dashboard_watchlists.csv,CSV,Executive Dashboard,Generated,91,2026-09-25 01:10:35,Dashboard-ready watchlist data.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,high_confidence_watchlist.csv,CSV,Quality Control,Generated,37,2026-09-25 01:10:35,Highest-confidence strategic signals.,Executive
2026-09-25,20260925-011011-837bf40e,signal_quality.csv,CSV,Quality Control,Generated,169,2026-09-25 01:10:35,Signal confidence and false-positive risk scoring.,Strategy Team
2026-09-25,20260925-011011-837bf40e,source_health.csv,CSV,Source Management,Generated,163,2026-09-25 01:10:12,Feed status and source usefulness.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,source_coverage_report.csv,CSV,Source Management,Generated,25,2026-09-25 01:10:21,Site / Parcel feed coverage diagnostics.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,costar_intake_report.csv,CSV,Source Management,Generated,1,2026-09-25 01:10:21,Diagnostics for manually exported CoStar intake files.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,source_activation.csv,CSV,Source Management,Generated,163,2026-09-25 01:10:12,Validated source activation and source quality scoring.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,source_health_report.md,Markdown,Source Management,Generated,9,2026-09-25 01:10:12,Readable source health report.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,source_coverage_report.md,Markdown,Source Management,Generated,4,2026-09-25 01:10:21,Readable Site / Parcel source coverage report.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,costar_intake_report.md,Markdown,Source Management,Generated,4,2026-09-25 01:10:21,Readable CoStar manual intake diagnostics.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,source_activation_report.md,Markdown,Source Management,Generated,11,2026-09-25 01:10:12,Readable source activation report.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,opportunity_radar.csv,CSV,Opportunity / Distress,Generated,55,2026-09-25 01:10:35,"Acquisition, recapitalization, JV, and market-entry opportunities.",Investment Team
2026-09-25,20260925-011011-837bf40e,distress_watchlist.csv,CSV,Opportunity / Distress,Generated,5,2026-09-25 01:10:35,"Refinancing stress, stalled project, and distress signals.",Investment Team
2026-09-25,20260925-011011-837bf40e,deal_pipeline.csv,CSV,Deal / Asset Intelligence,Generated,60,2026-09-25 01:10:35,Extracted deal and project pipeline signals.,Investment Team
2026-09-25,20260925-011011-837bf40e,asset_parcel_intelligence.csv,CSV,Deal / Asset Intelligence,Generated,79,2026-09-25 01:10:35,"Asset, parcel, address, sponsor, and site-level clues.",Development Team
2026-09-25,20260925-011011-837bf40e,la_asset_watch.csv,CSV,Deal / Asset Intelligence,Generated,49,2026-09-25 01:10:33,LA and Southern California asset watchlist.,US Local Team
2026-09-25,20260925-011011-837bf40e,project_identity.csv,CSV,Deal / Asset Intelligence,Generated,647,2026-09-25 01:10:35,Canonical project identity resolution.,Technical / Maintenance
2026-09-25,20260925-011011-837bf40e,persistent_asset_memory.csv,CSV,Historical Memory,Generated,169,2026-09-25 01:10:35,Persistent project memory across runs.,Development Team
2026-09-25,20260925-011011-837bf40e,la_persistent_asset_watch.csv,CSV,Historical Memory,Generated,109,2026-09-25 01:10:35,Persistent LA and Southern California asset watch.,US Local Team
2026-09-25,20260925-011011-837bf40e,entitlement_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,8,2026-09-25 01:10:32,"Zoning, permitting, entitlement, and approval signals.",Development Team
2026-09-25,20260925-011011-837bf40e,la_entitlement_watch.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,6,2026-09-25 01:10:32,LA and California entitlement watchlist.,US Local Team
2026-09-25,20260925-011011-837bf40e,development_lifecycle.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,79,2026-09-25 01:10:35,Development lifecycle stage classification.,Development Team
2026-09-25,20260925-011011-837bf40e,lifecycle_transition.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,79,2026-09-25 01:10:35,Lifecycle progression and stall tracking.,Development Team
2026-09-25,20260925-011011-837bf40e,timing_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,35,2026-09-25 01:10:32,"Timing signals for refinancing, delivery, permitting, and entry windows.",Strategy Team
