run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-001,PRJ-20260914-0039,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,98,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-002,PRJ-20260914-0035,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,California,Freddie Mac,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,4,98,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-003,PRJ-20260914-0048,BTR / Build-to-Rent - Dallas / Texas - Marcus & Millichap Capital Corporation Arranges $53M Build-to-Rent Refinance in Northwest...,Los Angeles,Dallas,Marcus & Millichap,BTR / Single-Family Rental,Unknown Stage,Unknown,Low Stall Risk,0,0,0,98,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-004,PRJ-20260914-0040,Acquisition - California - Waterton Acquires 482-Unit Reserve at Chino Hills Apartments in California,California,California,Waterton,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,96,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-006,PRJ-20260914-0051,Acquisition - Dallas / Texas - DFW Multifamily Distress Creates Opening For Investors As Development Slows,Los Angeles,Dallas,Unknown,BTR / Single-Family Rental,Site Acquisition / Site Control,Mature / Operating,Low Stall Risk,0,0,0,94,38,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-021,PRJ-20260914-0012,Entitlement / Permitting - Los Angeles / California - 13 apartments approved for empty lot at 4127 E. Supreme Court,Los Angeles,4127 E. Supreme Court,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-022,PRJ-20260914-0006,Entitlement / Permitting - Santa Monica / California - Housing unwrapped at 11261 Santa Monica Boulevard,Santa Monica,11261 Santa Monica Boulevard,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-024,PRJ-20260914-0020,Entitlement / Permitting - Los Angeles / California - 75 aparmtents slated for 7034 N. Baird Ave. in Reseda,Los Angeles,7034 N. Baird Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,86,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-005,PRJ-20260914-0041,General Project Signal - California - MidPen Housing Completes 50-Unit Jessie Street Terrace Affordable Housing Property in Sant...,California,California,Unknown,Affordable Housing,Delivery / Opening,Mature / Operating,Low Stall Risk,0,0,0,85,40,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-026,PRJ-20260914-0013,13 apartments approved for empty lot at 4127 E. Supreme Court,Los Angeles,4127 E. Supreme Court,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-012,PRJ-20260914-0063,Office-to-Residential Conversion - Los Angeles / California - Former Sunkist HQ to become 95 apartments,Los Angeles,Los Angeles / California,Unknown,Office-to-Residential Conversion,Unknown Stage,Unknown,Low Stall Risk,0,0,0,84,44,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-017,PRJ-20260914-0011,MMCC Arranges Financing for Orange Multifamily Acquisition,Orange County,315-343 S. Bedford Rd,Marcus & Millichap,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,84,31,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-007,PRJ-20260914-0138,Construction Financing - Miami / Florida - Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,Los Angeles,South Florida,Unknown,Mixed-Use Residential,Delivery / Opening,Mature / Operating,Medium Stall Risk,0,12,6,83,52,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-015,PRJ-20260914-0142,Office-to-Residential Conversion - Los Angeles / California - Gardner Tanenbaum Completes $60M Adaptive Reuse Project in Downtown Oklahoma City,Los Angeles,Texas,Unknown,Office-to-Residential Conversion,Delivery / Opening,Mature / Operating,Low Stall Risk,0,0,0,78,33,Relevant to California site monitoring,Track repeat project updates,"Benchmark construction, delivery, lease-up, and operating assumptions",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-019,PRJ-20260914-0054,Senior affordable housing wraps up work at 1041 N. Martel Ave. in West Hollywood,Los Angeles,Hollywood,Unknown,Affordable Housing,Delivery / Opening,Mature / Operating,No Clear Stall Risk,0,0,0,78,11,Relevant to California site monitoring,Track repeat project updates,"Benchmark construction, delivery, lease-up, and operating assumptions",Medium
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-014,PRJ-20260914-0131,JV / Partnership - Los Angeles / California - Senior affordable housing wraps up work at 1041 N. Martel Ave. in West Hollywood,Los Angeles,Santa Monica,Unknown,Affordable Housing,Unknown Stage,Mature / Operating,Low Stall Risk,4,0,0,77,32,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-034,PRJ-20260914-0003,JV / Partnership - Los Angeles / California - Senior affordable housing wraps up work at 1041 N. Martel Ave. in West Hollywood,Los Angeles,1041 N. Martel Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,77,21,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-033,PRJ-20260914-0005,Housing unwrapped at 11261 Santa Monica Boulevard,Los Angeles,11261 Santa Monica Boulevard,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,75,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-035,PRJ-20260914-0021,75 aparmtents slated for 7034 N. Baird Ave. in Reseda,Los Angeles,7034 N. Baird Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,75,18,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-032,PRJ-20260914-0070,JV / Partnership - Other / Unknown - ClarkDietrich to Relocate Headquarters to $350M Montgomery Quarter Near Cincinnati,Los Angeles,Los Angeles,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,74,29,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-008,PRJ-20260914-0033,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Los Angeles,Atlanta,Unknown,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,72,32,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-031,PRJ-20260914-0018,Colliers Team Closes Sale of 107-Unit Central Valley Apartments,California,602-710 Wimbledon Dr,Unknown,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,71,38,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-013,PRJ-20260914-0066,DFW Multifamily Distress Creates Opening For Investors As Development Slows,Los Angeles,Los Angeles,Unknown,Multifamily,Delivery / Opening,Mature / Operating,No Clear Stall Risk,1,0,0,68,10,Relevant to California site monitoring,Track repeat project updates,"Benchmark construction, delivery, lease-up, and operating assumptions",Medium
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-036,PRJ-20260914-0001,Senior affordable housing wraps up work at 1041 N. Martel Ave. in West Hollywood,Los Angeles,1041 N. Martel Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,67,13,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-14,20260914-004732-eb0e0fc0,LAP-20260914-009,PRJ-20260914-0065,Modular / Construction Innovation - Los Angeles / California - Logos Faith Tests Modular Construction for Affordable Housing Scale,Los Angeles,Los Angeles,Unknown,Affordable Housing,Entitled / Approved,Persistent Same Stage,Low Stall Risk,7,7,0,64,32,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
