run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-010,General Project Signal - California - WNC Closes on 23rd California-Focused Affordable Housing Fund,California,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,40,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",WNC Closes on 23rd California-Focused Affordable Housing Fund,https://www.connectcre.com/stories/wnc-closes-on-23rd-california-focused-affordable-housing-fund/,Medium
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-011,13 apartments approved for empty lot at 4127 E. Supreme Court,4127 E. Supreme Court,Los Angeles,,Mixed-Use Residential,Under planning review,Unknown,Entitlement Play,Land / parcel referenced,Entitlement / Planning,100,36,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",13 apartments approved for empty lot at 4127 E. Supreme Court,https://la.urbanize.city/post/13-apartments-approved-empty-lot-4127-e-supreme-court,Medium
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-005,Entitlement / Permitting - Los Angeles / California - 13 apartments approved for empty lot at 4127 E. Supreme Court,4127 E. Supreme Court,Los Angeles,Unknown,Mixed-Use Residential,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",13 apartments approved for empty lot at 4127 E. Supreme Court,https://la.urbanize.city/post/13-apartments-approved-empty-lot-4127-e-supreme-court,High
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-008,Entitlement / Permitting - Los Angeles / California - 75 aparmtents slated for 7034 N. Baird Ave. in Reseda,7034 N. Baird Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",75 aparmtents slated for 7034 N. Baird Ave. in Reseda,https://la.urbanize.city/post/75-aparmtents-slated-7034-n-baird-ave-reseda,Medium
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-006,Entitlement / Permitting - Santa Monica / California - Housing unwrapped at 11261 Santa Monica Boulevard,11261 Santa Monica Boulevard,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",Housing unwrapped at 11261 Santa Monica Boulevard,https://la.urbanize.city/post/housing-unwrapped-11261-santa-monica-boulevard,High
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-001,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,31,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",MMCC Arranges Financing for Orange Multifamily Acquisition,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,Medium
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-002,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,Los Angeles,Freddie Mac,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,30,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Tishman Speyer Acquires 376-Unit Anaheim Rental Community,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Medium
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-004,Acquisition - California - Waterton Acquires 482-Unit Reserve at Chino Hills Apartments in California,California,Los Angeles,Waterton,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,30,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Waterton Acquires 482-Unit Reserve at Chino Hills Apartments in California,https://rebusinessonline.com/waterton-acquires-482-unit-reserve-at-chino-hills-apartments-in-california/,High
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-007,BTR / Build-to-Rent - Dallas / Texas - Dominium to Build 350 Affordable BTR Units in Terrell,Dallas,Los Angeles,Unknown,BTR / Single-Family Rental,Unknown,Unknown,Affordable / Density Bonus Strategy,Site acquired,Site Controlled,100,26,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",Dominium to Build 350 Affordable BTR Units in Terrell,https://www.connectcre.com/stories/dominium-to-build-350-affordable-btr-units-in-terrell/,Low
2026-09-14,20260914-004732-eb0e0fc0,LAA-20260914-003,BTR / Build-to-Rent - Dallas / Texas - Marcus & Millichap Capital Corporation Arranges $53M Build-to-Rent Refinance in Northwest...,Dallas,Los Angeles,Marcus & Millichap,BTR / Single-Family Rental,Unknown,Unknown,General Asset Signal,Existing asset refinance,Unknown,100,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Marcus & Millichap Capital Corporation Arranges $53M Build-to-Rent Refinance in Northwest Arkansas,https://yieldpro.com/2026/09/the-grove-2/,Medium
