run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Apartment,35,26,14,25,86.9,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Affordable Housing,13,8,5,11,84.5,Los Angeles / California,Developer Strategy,Greystone,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Multifamily,17,4,3,11,67.9,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Student Housing,3,3,2,2,89.7,Phoenix / Arizona,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Office-to-Residential Conversion,2,1,2,2,77.5,Santa Monica / California,Developer Strategy,Kennedy Wilson,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Workforce Housing,1,1,1,1,100.0,Other / Unknown,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Mixed-Use Residential,10,7,5,9,93.9,Miami / Florida,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Senior Housing,3,1,2,3,69.7,California,Institutional Flow,Marcus & Millichap,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,General Residential,1,0,0,1,52.0,Los Angeles / California,Rent Growth / Demand,None detected,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-27,20260727-000045-568389d6,2026-07-27 00:00:45,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
