run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-07-27,20260727-000045-568389d6,HCW-20260727-001,PRJ-20260727-0090,Refinancing - Los Angeles / California - Walker & Dunlop Arranges $28.9M Loan for Refinancing of Affordable Housing Complex in Los...,California,Los Angeles,Walker & Dunlop,Affordable Housing,Refinancing / Recapitalization,100,49,97,Strong Institutional Signal,6,6,Refinancing opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 6 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-002,PRJ-20260727-0110,Refinancing - New York - Greystone Provides $92M in Fannie Mae Loans to Metropolitan Realty,New York,New York,Greystone,Affordable Housing,Refinancing / Recapitalization,88,49,96,Strong Institutional Signal,8,10,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 10 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-003,PRJ-20260727-0042,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Unknown,Atlanta,CIM Group,Mixed-Use Residential,Construction Ready,98,36,95,Strong Institutional Signal,5,9,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 9 observation(s), latest stage Construction Ready, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-005,PRJ-20260727-0053,Acquisition - California - Original Developer Trades Castro Valley Multifamily Duo,California,California,Berkadia,Apartment,Unknown Stage,100,32,91,Strong Institutional Signal,9,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-008,PRJ-20260727-0089,Disposition / Exit - California - Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa Califor...,California,Los Angeles,Marcus & Millichap,Apartment,Delivery / Opening,98,31,91,Strong Institutional Signal,6,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 11 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-004,PRJ-20260727-0052,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,97,31,91,Strong Institutional Signal,9,10,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-007,PRJ-20260727-0055,Disposition / Exit - California - Marcus & Millichap Arranges $12.5M Sale of 81-Unit Multifamily Property in La Mesa Califor...,California,California,Marcus & Millichap,Apartment,Unknown Stage,97,31,91,Strong Institutional Signal,9,51,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 51 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-006,PRJ-20260727-0155,Construction Financing - Miami / Florida - CDK Capital with Valley National Bank Provide Pre-Construction Financing for Landmark Mult...,Unknown,South Florida,IPA,Apartment,Site Acquisition / Site Control,96,46,91,Strong Institutional Signal,5,10,Construction start pipeline,Priority Asset Watch,Review immediately,"5 source file(s), 10 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-009,PRJ-20260727-0114,Acquisition - Other / Unknown - Becovic Residential Buys The Vivian in Chicago’s Rogers Park Neighborhood for $25.6M,Unknown,Unknown,Berkadia,Apartment,Site Acquisition / Site Control,89,36,91,Strong Institutional Signal,7,8,Institutional capital movement,Priority Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-07-27,20260727-000045-568389d6,HCW-20260727-010,PRJ-20260727-0078,Disposition / Exit - Los Angeles / California - 1929-Vintage Los Feliz Apartments Sell to Dream Street Capital,Los Angeles / California,Unknown,Marcus & Millichap,Apartment,Delivery / Opening,72,11,90,Strong Institutional Signal,5,7,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 7 observation(s), latest stage Delivery / Opening, identity confidence 100"
