run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-002,Los Angeles / California,Los Angeles,Affordable Housing,,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Building Permit / Construction Permit,Permitted,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,30,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Urbanize LA,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-003,Los Angeles / California,Los Angeles,Affordable Housing,,Affordable housing commences work at 5637 S. Broadway,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,30,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Affordable housing commences work at 5637 S. Broadway,Urbanize LA,https://la.urbanize.city/post/affordable-housing-commences-work-5637-s-broadway,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-006,Other / Unknown,Los Angeles,Apartment,,Chicago's Older Apartments Are Running Out Of Room To Raise Rent,Density Bonus / TOC,Under Review,Unknown,Density incentive,No,toc,Yes,2026,53,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,Chicago's Older Apartments Are Running Out Of Room To Raise Rent,Bisnow,https://www.bisnow.com/chicago/news/multifamily/chicagos-older-apartments-are-running-out-of-room-to-raise-rent-135389,Medium
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-010,Los Angeles,L.A.,Mixed-Use Residential,Unknown,Entitlement / Permitting - Los Angeles - Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street,Urbanize LA,https://la.urbanize.city/post/longtime-plan-arts-district-apartments-showing-life-signs-1800-e-7th-street,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-013,New York City / New York,Manhattan,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - New York City / New York - Structural columns buckle on 21st floor of Manhattan adaptive reuse project,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Structural columns buckle on 21st floor of Manhattan adaptive reuse project,Multifamily Dive,https://www.multifamilydive.com/news/manhattan-building-collapse-adaptive-reuse-project/824675/,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-004,Los Angeles / California,Los Angeles,Apartment,,Seven apartments coming to 217 N. Ave. 55 in Highland Park,Planning Approval,Under Review,Planning Commission,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Monitor entitlement status for repeated confirmation,Seven apartments coming to 217 N. Ave. 55 in Highland Park,Urbanize LA,https://la.urbanize.city/post/seven-apartments-coming-217-n-ave-55-highland-park,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-008,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - 78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,Urbanize LA,https://la.urbanize.city/post/78-unit-affordable-housing-complex-rise-12025-hoffman-st-studio-city,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-009,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Urbanize LA,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-007,New York City / New York,Manhattan,General Residential,JLL,Office-to-Residential Conversion - New York City / New York - Apollo Provides $71M Loan for Tribeca Luxury Condo Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,37,Low relevance,"Review office conversion feasibility, policy support, and local sponsor activity",Apollo Provides $71M Loan for Tribeca Luxury Condo Conversion,Commercial Observer,https://commercialobserver.com/2026/07/apollo-139-franklin-street-tribeca-luxury-condo-conversion/,Low
2026-07-13,20260713-235520-9dd8478a,ENT-20260713-005,Other / Unknown,Other / Unknown,Apartment,CBRE,CBRE Brokers $6.3M Sale of Multifamily Redevelopment Site in Chicago’s Wrigleyville,Zoning / Rezoning,Unknown Stage,Unknown,General regulatory watch,No,zoning,No,2026,28,35,Low relevance,Monitor entitlement status for repeated confirmation,CBRE Brokers $6.3M Sale of Multifamily Redevelopment Site in Chicago’s Wrigleyville,REBusiness Online,https://rebusinessonline.com/cbre-brokers-6-3m-sale-of-multifamily-redevelopment-site-in-chicagos-wrigleyville/,Low
