run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-07-14,20260714-235420-7185f37b,AvalonBay,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; operational technology / AI adoption,2,100,78.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-07-14,20260714-235420-7185f37b,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Phoenix / Arizona,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-07-14,20260714-235420-7185f37b,Camden Property Trust,Tier 2 / Strategic Watch,75,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,2,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,100,Track capital deployment and pricing signals
2026-07-14,20260714-235420-7185f37b,Holland Partner Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Regional / California / LA Sources,Other,entitlement; JV / partnership; operational technology / AI adoption,1,100,100.0,Development Capital Deployment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-07-14,20260714-235420-7185f37b,CIM Group,Tier 2 / Strategic Watch,75,Mixed-Use Residential,Atlanta / Georgia,Site / Parcel Source Expansion,Other,development start; operational technology / AI adoption,1,100,100.0,Development Capital Deployment,GP Capability Benchmark Signal,competitive pressure indicator,Low,98,Track capital deployment and pricing signals
2026-07-14,20260714-235420-7185f37b,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia; California,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; refinancing; operational technology / AI adoption,2,100,100.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-07-14,20260714-235420-7185f37b,JLL,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Houston / Texas; Miami / Florida; New York; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,4,100,85.5,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-07-14,20260714-235420-7185f37b,S3 Capital,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Miami / Florida; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,2,100,98.5,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-07-14,20260714-235420-7185f37b,Slate Property Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York; New York City / New York; Other / Unknown,Core Multifamily News,Other,acquisition; refinancing; JV / partnership; operational technology / AI adoption,3,100,74.7,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,96,Map potential GP / JV relationship and monitor partnership activity
2026-07-14,20260714-235420-7185f37b,Avison Young,Tier 3 / Growth and Market Signal Watch,50,Apartment,Connecticut,Site / Parcel Source Expansion,Other,acquisition; disposition / exit,1,100,100.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Medium,95,Track capital deployment and pricing signals
