run_id,run_date,source,source_tier,coverage_focus,fetch_status,source_error_message,total_articles_collected,gp_capital_candidate_count,new_gp_capital_candidate_count,repeated_gp_capital_candidate_count,excluded_by_repeat_penalty_count,excluded_by_low_relevance_count,excluded_by_integrity_issue_count,selected_gp_capital_count,retained_repeat_count,top_activity_types,top_exclusion_reasons
20260714-235420-7185f37b,2026-07-14,Connect CRE South Florida,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,6,5,0,5,2,0,0,3,0,construction_financing:3; acquisition:1; disposition_exit:1,repeat exposure penalty:2; historical article over 30 days old:1; development article without confirmed capital event:1
20260714-235420-7185f37b,2026-07-14,REBusiness Online,Tier 2,development_pipeline;gp_activity,OK,,7,5,5,0,0,0,0,3,0,refinancing:2; disposition_exit:2; joint_venture:1,"development article without confirmed capital event:2; event, webinar, or thin promotional article:1"
20260714-235420-7185f37b,2026-07-14,Yield PRO,Tier 1,lease_up_supply;national_multifamily,OK,,6,5,5,0,0,0,0,3,0,disposition_exit:2; refinancing:1; construction_financing:1; asset_management_operator_activity:1,development article without confirmed capital event:2
20260714-235420-7185f37b,2026-07-14,Commercial Observer,Tier 1,national_multifamily,OK,,5,4,4,0,0,0,0,4,0,construction_financing:2; refinancing:1; asset_management_operator_activity:1,none
20260714-235420-7185f37b,2026-07-14,Connect CRE,Tier 1,development_pipeline;gp_activity;national_multifamily,OK,,4,4,4,0,0,0,0,2,0,disposition_exit:2; construction_financing:1; acquisition:1,development article without confirmed capital event:2
20260714-235420-7185f37b,2026-07-14,Multifamily Executive,Tier 1,national_multifamily,OK,,3,3,0,3,3,1,2,0,0,debt_financing:2; asset_management_operator_activity:1,"repeat exposure penalty:3; historical article over 30 days old:3; article integrity issue:2; event, webinar, or thin promotional article:1; low relevance or thin evidence:1"
20260714-235420-7185f37b,2026-07-14,NAHB Eye on Housing - Multifamily,Tier 3,national_multifamily,OK,,15,3,0,3,3,0,0,0,0,acquisition:1; debt_financing:1; disposition_exit:1,repeat exposure penalty:3; historical article over 30 days old:3
20260714-235420-7185f37b,2026-07-14,Connect CRE Atlanta,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,3,2,0,2,0,0,0,2,0,debt_financing:1; acquisition:1,none
20260714-235420-7185f37b,2026-07-14,Connect CRE Texas,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,2,2,0,2,0,0,0,2,0,portfolio_transaction:1; disposition_exit:1,none
20260714-235420-7185f37b,2026-07-14,Multifamily Dive,Tier 1,national_multifamily,OK,,3,2,1,1,0,0,0,2,0,acquisition:1; none:1,none
20260714-235420-7185f37b,2026-07-14,Bisnow,Tier 1,national_multifamily,OK,,5,2,1,1,0,0,0,1,0,other_capital_event:1; acquisition:1,limited page access:2; development article without confirmed capital event:1
20260714-235420-7185f37b,2026-07-14,Connect CRE California,Tier 2,development_pipeline;entitlement;la_california,OK,,2,2,0,2,0,0,0,1,1,disposition_exit:1; construction_financing:1,development article without confirmed capital event:1
20260714-235420-7185f37b,2026-07-14,Connect CRE Phoenix,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,2,2,0,2,1,0,0,0,0,disposition_exit:2,"development article without confirmed capital event:2; repeat exposure penalty:1; historical article over 30 days old:1; event, webinar, or thin promotional article:1"
20260714-235420-7185f37b,2026-07-14,Connect CRE Apartments,Tier 2,development_pipeline;gp_activity;national_multifamily,OK,,3,1,1,0,0,0,0,0,0,disposition_exit:1,development article without confirmed capital event:1
20260714-235420-7185f37b,2026-07-14,Connect CRE Orange County,Tier 2,development_pipeline;gp_activity,OK,,1,1,0,1,1,0,0,0,0,joint_venture:1,repeat exposure penalty:1; historical article over 30 days old:1
20260714-235420-7185f37b,2026-07-14,Urbanize LA,Tier 2,development_pipeline;entitlement;la_california,OK,,8,1,0,1,1,0,0,0,0,debt_financing:1,repeat exposure penalty:1; limited page access:1
20260714-235420-7185f37b,2026-07-14,AHV Communities Source Expansion,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260714-235420-7185f37b,2026-07-14,AMLI Residential Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260714-235420-7185f37b,2026-07-14,Alliance Residential Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260714-235420-7185f37b,2026-07-14,American Campus Communities Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260714-235420-7185f37b,2026-07-14,American Homes 4 Rent Source Expansion,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
