run_date,run_id,la_lifecycle_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,current_lifecycle_stage,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,potential_woomi_site_strategy,recommended_local_follow_up,evidence_signals,source_article_title,url,confidence_level
2026-07-14,20260714-235420-7185f37b,LALC-20260714-001,Construction Financing - California - Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Los Angeles,Dwight Mortgage Trust,Apartment,Refinancing / Recapitalization,58,100,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,https://www.connectcre.com/stories/dwight-provides-largest-construction-loan-in-company-history-for-gilroy-multifamily/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-002,Refinancing - California - Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,Los Angeles,Freddie Mac,Apartment,Refinancing / Recapitalization,56,100,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Northmarq Secures $34M Refinance Loan for Owner of Upland California Apartment Community,https://yieldpro.com/2026/07/northwoods-apartments/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-003,Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,California,CBRE,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Garden-Style Apartments Go for $78M in North County San Diego,https://www.connectcre.com/stories/garden-style-apartments-go-for-78m-in-north-county-san-diego/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-004,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Los Angeles,AvalonBay,Mixed-Use Residential,Unknown Stage,21,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,"Avalon Bay Planning Apartments, Retail in South Miami",https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-005,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,CIM Group,Mixed-Use Residential,Construction Ready,13,100,Unknown Timing,Low,Medium,Watch construction-ready pipeline,"Monitor permit status, financing, and construction-start readiness",Construction Ready; Development Start; No explicit timing reference,Financing Secured for Centennial Yards Mixed-Use Project,https://www.connectcre.com/stories/financing-secured-for-centennial-yards-mixed-use-project/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-006,Disposition / Exit - Florida - Berkadia Arranges Sale of Value-Add Multifamily Community in Orlando Metro Region,Los Angeles,Berkadia,Multifamily,Site Acquisition / Site Control,10,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Berkadia Arranges Sale of Value-Add Multifamily Community in Orlando Metro Region,https://yieldpro.com/2026/07/birchwood-landings/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-007,Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,CIM Group,Mixed-Use Residential,Site Acquisition / Site Control,10,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Financing Secured for Centennial Yards Mixed-Use Project,https://www.connectcre.com/stories/financing-secured-for-centennial-yards-mixed-use-project/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-008,"General Project Signal - California - Final Approval For 3896 Stevens Creek Boulevard, San Jose",California,Holland Partner Group,Apartment,Unknown Stage,23,99,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Final Approval For 3896 Stevens Creek Boulevard, San Jose",https://sfyimby.com/2026/07/final-approval-for-3896-stevens-creek-boulevard-san-jose.html,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-009,Disposition / Exit - Atlanta / Georgia - UDR Offloads Nashville Apartments After 31-Year Hold,Los Angeles,UDR,Apartment,Unknown Stage,21,99,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,UDR Offloads Nashville Apartments After 31-Year Hold,https://www.connectcre.com/stories/covenant/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-010,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Los Angeles,,Affordable Housing,Building Permit / Construction Permit,10,99,Unknown Timing,Low,Low,Monitor permit issuance,"Monitor permit status, financing, and construction-start readiness",Building Permit / Construction Permit; Construction permit signal; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-011,Garden-Style Apartments Go for $78M in North County San Diego,California,CBRE,Apartment,Unknown Stage,23,97,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Garden-Style Apartments Go for $78M in North County San Diego,https://www.connectcre.com/stories/garden-style-apartments-go-for-78m-in-north-county-san-diego/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-012,"Acquisition - California - Bascom Group Acquires Value-Add Apartment Community in Buena Park, California for $53.1 mi...",California,Bascom Group,Apartment,Unknown Stage,22,97,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Bascom Group Acquires Value-Add Apartment Community in Buena Park, California for $53.1 million",https://rebusinessonline.com/bascom-group-acquires-value-add-apartment-community-in-buena-park-california-for-53-1-million/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-013,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Los Angeles,IPA,Apartment,Unknown Stage,43,96,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",https://www.connectcre.com/stories/fort-lauderdale-developer-inks-financing-for-condos-apartments-retail/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-014,Disposition / Exit - California - Marcus & Millichap Arranges $6.85M Sale of 19-Unit Multifamily Property in Mountain View C...,California,Marcus & Millichap,Multifamily,Unknown Stage,22,94,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Marcus & Millichap Arranges $6.85M Sale of 19-Unit Multifamily Property in Mountain View California,https://yieldpro.com/2026/07/190-evandale-ave/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-015,"Final Approval For 3896 Stevens Creek Boulevard, San Jose",California,,Apartment,Site Acquisition / Site Control,12,93,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Final Approval For 3896 Stevens Creek Boulevard, San Jose",https://sfyimby.com/2026/07/final-approval-for-3896-stevens-creek-boulevard-san-jose.html,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-016,Marcus & Millichap Arranges $6.85M Sale of 19-Unit Multifamily Property in Mountain View California,California,Marcus & Millichap,Multifamily,Unknown Stage,22,90,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Marcus & Millichap Arranges $6.85M Sale of 19-Unit Multifamily Property in Mountain View California,https://yieldpro.com/2026/07/190-evandale-ave/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-017,"Meeting Tomorrow For 470 West San Carlos Street, San Jose",Los Angeles,,Apartment,Site Acquisition / Site Control,12,89,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; 2026,"Meeting Tomorrow For 470 West San Carlos Street, San Jose",https://sfyimby.com/2026/07/meeting-tomorrow-for-470-west-san-carlos-street-san-jose.html,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-018,78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,Los Angeles,,Affordable Housing,Site Acquisition / Site Control,10,88,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; No explicit timing reference,78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,https://la.urbanize.city/post/78-unit-affordable-housing-complex-rise-12025-hoffman-st-studio-city,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-019,Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,Los Angeles,,Affordable Housing,Site Acquisition / Site Control,10,88,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,https://la.urbanize.city/post/affordable-housing-reaches-its-peak-1747-stoner-ave-sawtelle,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-020,Disposition / Exit - Los Angeles / California - Silver Lake Development Parcel Increases Density Through Re-Entitlement,Los Angeles,Unknown,Affordable Housing,Site Acquisition / Site Control,21,87,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; No explicit timing reference,Silver Lake Development Parcel Increases Density Through Re-Entitlement,https://www.connectcre.com/stories/silver-lake-development-parcel-increases-density-through-re-entitlement/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-021,157-unit affordable housing complex rising at 7408 S. Figueroa Street,Los Angeles,,Affordable Housing,Vertical Construction,10,87,Unknown Timing,Low,Low,Monitor only,Track construction progress and delivery timeline,Vertical Construction; Affordable / Density Bonus Strategy; No explicit timing reference,157-unit affordable housing complex rising at 7408 S. Figueroa Street,https://la.urbanize.city/post/157-unit-affordable-housing-complex-rising-7408-s-figueroa-street,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-022,General Project Signal - Los Angeles / California - 157-unit affordable housing complex rising at 7408 S. Figueroa Street,Los Angeles,Unknown,Affordable Housing,Vertical Construction,24,86,Unknown Timing,Low,Low,Monitor only,Track construction progress and delivery timeline,Vertical Construction; Affordable / Density Bonus Strategy; No explicit timing reference,157-unit affordable housing complex rising at 7408 S. Figueroa Street,https://la.urbanize.city/post/157-unit-affordable-housing-complex-rising-7408-s-figueroa-street,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-023,Silver Lake Development Parcel Increases Density Through Re-Entitlement,Los Angeles,Unknown,Affordable Housing,Site Acquisition / Site Control,21,84,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; 2026,Silver Lake Development Parcel Increases Density Through Re-Entitlement,https://www.connectcre.com/stories/silver-lake-development-parcel-increases-density-through-re-entitlement/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-024,AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena,Los Angeles,,Apartment,Early Site Signal,13,81,Unknown Timing,Low,Low,Monitor only,Monitor lifecycle status for repeated confirmation,Early Site Signal; General Asset Signal; No explicit timing reference,AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena,https://la.urbanize.city/post/amli-residential-plans-975-new-homes-100-west-walnut-pasadena,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-025,"Affordable Housing Opens At 78 Haight Street in Hayes Valley, San Francisco",California,,Affordable Housing,Site Acquisition / Site Control,9,81,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; 2026,"Affordable Housing Opens At 78 Haight Street in Hayes Valley, San Francisco",https://sfyimby.com/2026/07/affordable-housing-opens-at-78-haight-street-in-hayes-valley-san-francisco.html,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-026,General Project Signal - Dallas / Texas - $100M Luxury Apartment Complex Slated Near Highland Park,Los Angeles,Unknown,Apartment,Site Acquisition / Site Control,20,80,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,$100M Luxury Apartment Complex Slated Near Highland Park,https://www.connectcre.com/stories/100m-luxury-apartment-complex-slated-near-highland-park/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-027,BTR / Build-to-Rent - Atlanta / Georgia - New Housing Law To Send Institutional Investors Flocking To Build-To-Rent,Los Angeles,Unknown,BTR / Single-Family Rental,Site Acquisition / Site Control,19,78,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; No explicit timing reference,New Housing Law To Send Institutional Investors Flocking To Build-To-Rent,https://www.bisnow.com/atlanta/news/build-to-rent/federal-housing-law-atlanta-investors-build-to-rent-135402,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-028,$100M Luxury Apartment Complex Slated Near Highland Park,Los Angeles,,Apartment,Site Acquisition / Site Control,9,78,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,$100M Luxury Apartment Complex Slated Near Highland Park,https://www.connectcre.com/stories/100m-luxury-apartment-complex-slated-near-highland-park/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-029,"Entitlement / Permitting - California - Meeting Tomorrow For 470 West San Carlos Street, San Jose",Los Angeles,Unknown,Apartment,Unknown Stage,34,77,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,"Meeting Tomorrow For 470 West San Carlos Street, San Jose",https://sfyimby.com/2026/07/meeting-tomorrow-for-470-west-san-carlos-street-san-jose.html,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-030,"Formal Application For Empire Theater Redevelopment in West Portal, San Francisco",California,,Apartment,Unknown Stage,21,77,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; 2026,"Formal Application For Empire Theater Redevelopment in West Portal, San Francisco",https://sfyimby.com/2026/07/formal-application-for-empire-theater-redevelopment-in-west-portal-san-francisco.html,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-031,Entitlement / Permitting - Los Angeles / California - 78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,Los Angeles,Unknown,Affordable Housing,Unknown Stage,32,76,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,https://la.urbanize.city/post/78-unit-affordable-housing-complex-rise-12025-hoffman-st-studio-city,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-032,Entitlement / Permitting - Los Angeles / California - Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Los Angeles,Unknown,Affordable Housing,Unknown Stage,32,76,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-033,Entitlement / Permitting - Washington DC - AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena,Los Angeles,Unknown,Apartment,Early Site Signal,24,76,Unknown Timing,Low,Low,Monitor only,Monitor lifecycle status for repeated confirmation,Early Site Signal; Entitlement Play; No explicit timing reference,AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena,https://la.urbanize.city/post/amli-residential-plans-975-new-homes-100-west-walnut-pasadena,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-034,Lion Real Estate Picks Up Atlanta Apartments for $51M,Los Angeles,Unknown,Apartment,Site Acquisition / Site Control,19,75,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,Lion Real Estate Picks Up Atlanta Apartments for $51M,https://www.connectcre.com/stories/lion-real-estate-picks-up-atlanta-apartments-for-51m/,High
2026-07-14,20260714-235420-7185f37b,LALC-20260714-035,Entitlement / Permitting - Los Angeles / California - Affordable housing commences work at 5637 S. Broadway,Los Angeles,Unknown,Affordable Housing,Entitlement Under Review,34,73,Unknown Timing,Medium,Low,Track early entitlement precedent,"Track local planning docket, CEQA exposure, and sponsor response",Entitlement Under Review; Entitled / approved; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing commences work at 5637 S. Broadway,https://la.urbanize.city/post/affordable-housing-commences-work-5637-s-broadway,Medium
2026-07-14,20260714-235420-7185f37b,LALC-20260714-036,Entitlement / Permitting - Los Angeles / California - Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,Los Angeles,Unknown,Affordable Housing,Unknown Stage,32,73,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,https://la.urbanize.city/post/affordable-housing-reaches-its-peak-1747-stoner-ave-sawtelle,Medium
