run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,California,Apartment,18,15,10,86.8,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Los Angeles,Apartment,13,12,8,91.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,National / Other,Multifamily,28,14,4,74.6,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Southeast,Apartment,13,11,6,83.8,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Florida,Apartment,11,10,10,88.6,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Arizona,Apartment,5,5,5,91.2,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Phoenix,Apartment,4,4,4,91.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Texas,Apartment,5,4,3,84.4,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Seattle,Apartment,3,3,0,87.3,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,New York,Affordable Housing,2,2,1,85.0,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Sun Belt,Multifamily,3,2,1,75.7,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Dallas,Apartment,1,1,1,100.0,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Austin,General Residential,1,0,0,56.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
