run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Apartment,38,28,15,30,84.5,Other / Unknown,Developer Strategy,Greystone,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Affordable Housing,10,8,6,9,91.8,California,Developer Strategy,JPI,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Multifamily,21,7,6,14,71.2,Other / Unknown,Financing Risk,Alliance Residential,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Student Housing,3,2,1,3,86.0,Atlanta / Georgia,Financing Risk,Scion Group,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Office-to-Residential Conversion,2,2,1,2,87.5,Los Angeles / California,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,BTR / Single-Family Rental,1,1,1,1,94.0,Phoenix / Arizona,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Mixed-Use Residential,4,2,3,4,84.2,Atlanta / Georgia,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,General Residential,3,1,0,2,61.7,Sun Belt,Developer Strategy,JLL,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Senior Housing,1,1,1,1,94.0,National,Supply Pressure,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
