run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Miami,Florida,8,8,0,7,5,10,Apartment,Refinancing,General Entitlement Signal,Mixed-use corridor,100,100,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - Miami / Florida - Barry Sternlicht’s Starwood Buys Two Miami Affordable Housing Rentals; Acquisition - Miami / Florida - Milestone Group Trades Kendall Apartment Complex for $109M; Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project; Arrow Arranges $85M Construction Loan for Miami Condo Project; Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Seattle,Seattle,3,3,0,3,2,5,Apartment,Refinancing,General Entitlement Signal,Downtown infill,100,65,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - Seattle - Pacific Urban Acquires Seattle Multifamily Apartment Community A’Capella Apartment Homes f...; Mesa West Capital Originates $52M Refinance for Seattle-Area Apartments; Mesa West Capital Provides $52M Loan for Refinancing of Sumner Mill Apartments Near Seattle; Pacific Urban Acquires Seattle Multifamily Apartment Community A’Capella Apartment Homes for $112M; Refinancing - Los Angeles / California - Mesa West Capital Provides $52M Loan for Refinancing of Sumner Mill Apartments Near Seattl...
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Phoenix,Arizona,4,4,0,4,2,5,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,100,64,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - Phoenix / Arizona - ColRich Pays $52.4M for Mesa Rental Community; Acquisition - Phoenix / Arizona - Rockwell Pays $42M for 182-Unit Scottsdale Rental Community; BTR / Build-to-Rent - Phoenix / Arizona - Phoenix BTR Investor Inks $73.1M Bridge Loan; ColRich Pays $52.4M for Mesa Rental Community; Construction Financing - Phoenix / Arizona - RXR-Led Team Lands Construction Financing for 301-Unit Denver Rental Community
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Atlanta,Southeast,10,10,0,10,2,6,Apartment,Acquisition,General Entitlement Signal,University-adjacent,100,62,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; Acquisition - Atlanta / Georgia - Matt Ferrari’s PXV Multifamily makes first acquisition for $29.5M; Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties; Atlanta Beltline Advancing 218-Unit Affordable Apartment Project; Brook Farm Group Lands $73M Refinance of Luxury Multifamily Development Sinclair at Callaway Farm in Georgia
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Los Angeles,Los Angeles,8,3,4,1,0,1,Apartment,Office-to-Residential Conversion,CEQA / Environmental Review,University-adjacent; Hospital-adjacent; Office conversion corridor,100,44,52,High relevance to Woomi site strategy,Monitor entitlement precedent,Adaptive reuse project starting up at 6380 Wilshire Boulevard; Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale; Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue; Affordable housing with retail pitched for 2306 W. Jefferson Blvd.; Centerspace executives outline disposition plans
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Wilshire,Los Angeles,1,1,2,1,0,2,Office-to-Residential Conversion,Office-to-Residential Conversion,Adaptive Reuse,Adaptive reuse corridor; Office conversion corridor,82,11,45,High relevance to Woomi site strategy,Monitor entitlement precedent,Adaptive reuse project starting up at 6380 Wilshire Boulevard; Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project starting up at 6380 Wilshire Boulevard
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Inglewood,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,Mixed-use corridor,76,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood; Entitlement / Permitting - Texas - Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Glendale,Los Angeles,1,1,1,1,0,1,Affordable Housing,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,69,21,67,High relevance to Woomi site strategy,Monitor entitlement precedent,Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale; Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Hollywood,Los Angeles,2,1,0,1,1,2,Apartment,Refinancing,General Entitlement Signal,Downtown infill,67,47,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Costa Mesa,Orange County,1,1,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,65,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Inland Empire,Inland Empire,1,1,0,1,0,0,Multifamily,Disposition / Exit,General Entitlement Signal,General submarket monitoring,62,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Disposition / Exit - Riverside / California - Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma Californi...; Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma California
2026-08-09,20260809-233153-e892ad29,2026-08-09 23:31:53,Long Beach,Los Angeles,1,1,0,1,0,0,Mixed-Use Residential,General Project Signal,General Entitlement Signal,Mixed-use corridor,62,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,General Project Signal - Southeast - Mixed-use project rises at 6700 Pacific Coast Highway in Long Beach; Mixed-use project rises at 6700 Pacific Coast Highway in Long Beach
