run_id,run_date,source,source_tier,coverage_focus,fetch_status,source_error_message,total_articles_collected,gp_capital_candidate_count,new_gp_capital_candidate_count,repeated_gp_capital_candidate_count,excluded_by_repeat_penalty_count,excluded_by_low_relevance_count,excluded_by_integrity_issue_count,selected_gp_capital_count,retained_repeat_count,top_activity_types,top_exclusion_reasons
20260710-000650-d7384633,2026-07-10,REBusiness Online,Tier 2,development_pipeline;gp_activity,OK,,9,9,9,0,0,1,0,6,0,joint_venture:3; refinancing:2; disposition_exit:2; debt_financing:1; acquisition:1,"development article without confirmed capital event:2; low relevance or thin evidence:1; event, webinar, or thin promotional article:1"
20260710-000650-d7384633,2026-07-10,Yield PRO,Tier 1,lease_up_supply;national_multifamily,OK,,9,8,8,0,0,0,0,8,0,refinancing:3; acquisition_financing:1; disposition_exit:1; capital_raise:1; acquisition:1,none
20260710-000650-d7384633,2026-07-10,Connect CRE Apartments,Tier 2,development_pipeline;gp_activity;national_multifamily,OK,,5,4,4,0,0,0,0,3,0,disposition_exit:1; construction_financing:1; refinancing:1; acquisition:1,development article without confirmed capital event:1
20260710-000650-d7384633,2026-07-10,Connect CRE South Florida,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,5,4,0,4,2,0,0,1,1,acquisition:1; debt_financing:1; construction_financing:1; disposition_exit:1,repeat exposure penalty:2; development article without confirmed capital event:2; historical article over 30 days old:1
20260710-000650-d7384633,2026-07-10,Commercial Observer,Tier 1,national_multifamily,OK,,3,3,3,0,0,0,0,2,0,construction_financing:1; refinancing:1; disposition_exit:1,development article without confirmed capital event:1
20260710-000650-d7384633,2026-07-10,Connect CRE,Tier 1,development_pipeline;gp_activity;national_multifamily,OK,,5,3,3,0,0,0,0,2,0,disposition_exit:1; acquisition_financing:1; debt_financing:1,development article without confirmed capital event:1
20260710-000650-d7384633,2026-07-10,Multifamily Dive,Tier 1,national_multifamily,OK,,5,3,1,2,0,0,0,2,0,disposition_exit:1; debt_financing:1; none:1,development article without confirmed capital event:1
20260710-000650-d7384633,2026-07-10,Connect CRE California,Tier 2,development_pipeline;entitlement;la_california,OK,,3,3,0,3,0,1,0,1,0,refinancing:1; disposition_exit:1; debt_financing:1,development article without confirmed capital event:1; low relevance or thin evidence:1
20260710-000650-d7384633,2026-07-10,Multifamily Executive,Tier 1,national_multifamily,OK,,4,3,0,3,3,1,2,0,0,debt_financing:2; asset_management_operator_activity:1,"repeat exposure penalty:3; historical article over 30 days old:3; article integrity issue:2; event, webinar, or thin promotional article:1; low relevance or thin evidence:1"
20260710-000650-d7384633,2026-07-10,NAHB Eye on Housing - Multifamily,Tier 3,national_multifamily,OK,,15,3,0,3,3,0,0,0,0,acquisition:1; debt_financing:1; disposition_exit:1,repeat exposure penalty:3; historical article over 30 days old:3
20260710-000650-d7384633,2026-07-10,Bisnow,Tier 1,national_multifamily,OK,,3,2,1,1,0,0,0,2,0,construction_financing:1; joint_venture:1,limited page access:2
20260710-000650-d7384633,2026-07-10,Connect CRE Orange County,Tier 2,development_pipeline;gp_activity,OK,,2,2,0,2,2,0,0,0,0,disposition_exit:1; joint_venture:1,repeat exposure penalty:2; historical article over 30 days old:2; development article without confirmed capital event:1
20260710-000650-d7384633,2026-07-10,Connect CRE Phoenix,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,2,2,0,2,1,0,0,0,0,disposition_exit:2,"development article without confirmed capital event:2; repeat exposure penalty:1; historical article over 30 days old:1; event, webinar, or thin promotional article:1"
20260710-000650-d7384633,2026-07-10,HousingWire,Tier 1,national_multifamily,OK,,2,1,1,0,0,0,0,1,0,capital_raise:1,none
20260710-000650-d7384633,2026-07-10,SF YIMBY,Tier 2,development_pipeline;entitlement;la_california,OK,,3,1,0,1,1,0,1,0,0,debt_financing:1,repeat exposure penalty:1; article integrity issue:1; limited page access:1; development article without confirmed capital event:1
20260710-000650-d7384633,2026-07-10,AHV Communities Source Expansion,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,AMLI Residential Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Alliance Residential Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,American Campus Communities Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,American Homes 4 Rent Source Expansion,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Apollo Real Estate Source Expansion,Tier 1,capital_markets;gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Atlanta Business Chronicle,Tier 2,development_pipeline;gp_activity;sunbelt,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Atria Senior Living Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Austin Business Journal,Tier 2,development_pipeline;gp_activity,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,AvalonBay Newsroom,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,AvalonBay Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Avenue Development Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,BB Living Source Expansion,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,BGO Source Expansion,Tier 1,capital_markets;gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Berkadia Research,Tier 1,capital_markets;institutional_capital,Failed,RSS parsing issue: status=301; <unknown>:7:866: not well-formed (invalid token),0,0,0,0,0,0,0,0,0,,source fetch status: Failed:1; RSS parsing issue: status=301; <unknown>:7:866: not well-formed (invalid token):1
20260710-000650-d7384633,2026-07-10,Berkadia Source Expansion,Tier 1,capital_markets;gp_activity;institutional_capital,Failed,RSS parsing issue: status=301; <unknown>:7:866: not well-formed (invalid token),0,0,0,0,0,0,0,0,0,,source fetch status: Failed:1; RSS parsing issue: status=301; <unknown>:7:866: not well-formed (invalid token):1
20260710-000650-d7384633,2026-07-10,Blackstone Real Estate,Tier 3,gp_activity;institutional_capital,OK,,0,0,0,0,0,0,0,0,0,,none
20260710-000650-d7384633,2026-07-10,Blackstone Real Estate Source Expansion,Tier 1,capital_markets;gp_activity;institutional_capital,OK,,0,0,0,0,0,0,0,0,0,,none
20260710-000650-d7384633,2026-07-10,Bridge Investment Group Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Brookdale Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Brookfield Real Estate,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,Brookfield Real Estate Source Expansion,Tier 1,capital_markets;gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,CA Ventures Source Expansion,Tier 3,gp_activity;institutional_capital;national_multifamily,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
20260710-000650-d7384633,2026-07-10,CBRE Capital Markets Source Expansion,Tier 1,capital_markets;gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
