run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Multifamily Orange County Investments,Multifamily Orange County Investments,73,96,90,100,70,100,0,100,0,56,78,Tier 2 High Potential GP,California,Workforce Housing,Other,None detected,None detected,California entitlement positioning; Capital Inflow; acquisition; disposition / exit; JV / partnership; market expansion,None detected,None detected,High,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Kennedy Wilson,Kennedy Wilson,85,100,65,55,90,100,0,100,0,54,72,Tier 2 High Potential GP,Los Angeles / California,Apartment,Other,kennedy wilson,kennedy wilson,Office-to-Residential Conversion; Operational / Platform Investment; office-to-residential conversion; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,CBRE,CBRE,100,100,90,55,90,65,0,90,0,67,70,Tier 2 High Potential GP,Connecticut,Apartment,Other,cbre,cbre,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,IPA,IPA,63,91,90,55,90,65,0,100,25,60,70,Tier 2 High Potential GP,Miami / Florida,Apartment,Other,jll,jll,Construction Financing; Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,completed,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate; Operational Excellence Signal
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,JLL,JLL,90,98,90,55,55,65,0,100,25,70,69,Tier 3 Monitoring GP,Miami / Florida,Mixed-Use Residential,Other,jll,jll,Construction Financing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,completed,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate; Operational Excellence Signal
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,AvalonBay,AvalonBay,100,100,90,55,55,70,0,100,0,67,68,Tier 3 Monitoring GP,Miami / Florida,Mixed-Use Residential,Other,avalonbay; cushman,avalonbay; cushman,Acquisition; Capital Inflow; acquisition; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Greystar,Greystar,81,100,90,55,55,65,0,90,0,59,66,Tier 3 Monitoring GP,Los Angeles / California,Mixed-Use Residential,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Edgewater Rental Community S3 Capital,Edgewater Rental Community S3 Capital,73,91,90,55,55,65,0,100,0,56,65,Tier 3 Monitoring GP,Miami / Florida,Mixed-Use Residential,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Dwight Mortgage Trust,Dwight Mortgage Trust,83,91,90,100,90,0,0,100,0,60,64,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Construction Financing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Four Mile Capital,Four Mile Capital,63,89,90,55,90,100,0,0,0,52,63,Tier 3 Monitoring GP,Louisville / Kentucky,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; JV / partnership; selective multifamily acquisition,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Alliance Residential,Alliance Residential,100,100,90,55,90,0,0,100,0,67,61,Tier 3 Monitoring GP,Los Angeles / California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,S3 Capital Continues Texas Focus,S3 Capital Continues Texas Focus,63,91,90,55,90,0,0,100,0,52,59,Tier 3 Monitoring GP,Houston / Texas,Multifamily,Other,None detected,None detected,California entitlement positioning; Refinancing / Recapitalization; refinancing; entitlement,None detected,None detected,High,No clear partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Fannie Mae,Fannie Mae,73,91,90,35,90,65,0,0,0,56,57,Tier 3 Monitoring GP,Other / Unknown,Apartment,Other,fannie mae,fannie mae,Acquisition; Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Moderate partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Madison Capital Group,Madison Capital Group,73,91,90,55,55,0,0,100,25,64,57,Tier 3 Monitoring GP,Georgia,Mixed-Use Residential,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; entitlement; operational technology / AI adoption; operational efficiency push,None detected,completed,High,No clear partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Marcus & Millichap,Marcus & Millichap,92,85,90,35,90,0,0,100,0,64,56,Tier 3 Monitoring GP,Other / Unknown,Multifamily,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,No clear partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Millichap Capital,Millichap Capital,86,85,90,35,90,0,0,100,0,61,56,Tier 3 Monitoring GP,Other / Unknown,Multifamily,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,High,No clear partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
