run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,California,Apartment,16,13,5,85.9,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Los Angeles,Apartment,15,12,4,88.9,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,National / Other,Multifamily,28,14,5,73.1,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,New York,Apartment,10,9,5,87.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Florida,Apartment,11,9,4,85.8,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Southeast,Apartment,8,6,2,82.5,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Texas,Apartment,5,5,3,83.8,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Phoenix,Apartment,3,2,1,79.7,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Seattle,Mixed-Use Residential,1,1,1,100.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Arizona,Apartment,2,1,1,81.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Sun Belt,Apartment,1,1,0,77.0,Supply Pressure,None detected,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Dallas,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
