run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-07-10,20260710-235937-714bc49a,LAP-20260710-001,PRJ-20260710-0048,Construction Financing - California - Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,Los Angeles,California,Dwight Mortgage Trust,Apartment,Refinancing / Recapitalization,Newly Detected,Medium Stall Risk,0,10,10,100,59,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-002,PRJ-20260710-0133,Refinancing - Florida - Berkadia Secures $85.4M Refinancing of Two Orlando Multifamily Communities,Los Angeles,Orlando,Berkadia,Apartment,Refinancing / Recapitalization,Newly Detected,Low Stall Risk,0,0,5,100,42,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-003,PRJ-20260710-0172,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Los Angeles,South Florida,AvalonBay,Mixed-Use Residential,Unknown Stage,Unknown,Low Stall Risk,5,0,0,100,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-004,PRJ-20260710-0126,Disposition / Exit - New York - Pantzer Acquires Class A Multifamily in Downtown Stamford,Los Angeles,New York,CBRE,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,100,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-006,PRJ-20260710-0035,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M",Los Angeles,America,Greystar,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,98,26,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-018,PRJ-20260710-0086,Acquisition - Other / Unknown - Northmarq Arranges Fannie Mae Financing for Lawrence Apartments,Los Angeles,Los Angeles,Fannie Mae,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,3,98,26,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-033,PRJ-20260710-0001,Entitlement / Permitting - Los Angeles / California - 78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,Los Angeles,12025 Hoffman St,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-07-10,20260710-235937-714bc49a,LAP-20260710-010,PRJ-20260710-0092,Disposition / Exit - Los Angeles / California - Northmarq Brokers $5.25M Sale of 105-Unit Silver Lake Development Site in Los Angeles,Los Angeles,Los Angeles,Unknown,Affordable Housing,Site Acquisition / Site Control,Newly Detected,Low Stall Risk,5,0,0,94,26,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-005,PRJ-20260710-0088,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison partner on 4K affordable units in LA",Los Angeles,Los Angeles,Kennedy Wilson,Apartment,Unknown Stage,Unknown,Low Stall Risk,2,0,0,91,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-008,PRJ-20260710-0080,Acquisition - Los Angeles / California - How Alliance Residential secured 2K apartments in 6 months,Los Angeles,Los Angeles,Alliance Residential,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,86,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-034,PRJ-20260710-0020,Office-to-Residential Conversion - Los Angeles / California - Koreatown offices at 3700 Wilshire Blvd. to be converted to housing,Los Angeles,3700 Wilshire Blvd,Unknown,Office-to-Residential Conversion,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,44,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-07-10,20260710-235937-714bc49a,LAP-20260710-041,PRJ-20260710-0028,Northmarq Brokers $5.25M Sale of 105-Unit Silver Lake Development Site in Los Angeles,Los Angeles,835 North Hyperion Avenue,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-07-10,20260710-235937-714bc49a,LAP-20260710-042,PRJ-20260710-0014,Seven apartments coming to 217 N. Ave. 55 in Highland Park,Los Angeles,217 N. Ave,Unknown,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-07-10,20260710-235937-714bc49a,LAP-20260710-007,PRJ-20260710-0045,"General Project Signal - New York City / New York - Redevelopment Plan in Brooklyn Would Bring 5,600 Multifamily Apartment Units to Downtown B...",Los Angeles,Brooklyn,Unknown,Apartment,Delivery / Opening,Newly Detected,Medium Stall Risk,0,9,0,84,53,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-013,PRJ-20260710-0042,General Project Signal - Atlanta / Georgia - Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project,Los Angeles,Atlanta,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,79,32,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-009,PRJ-20260710-0049,Disposition / Exit - California - Kidder Mathews Arranges $12.375M Sale of 52-Unit Apartment Portfolio in Inglewood Californ...,California,California,Unknown,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,78,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-048,PRJ-20260710-0022,Work trudges along for Pico Pico Library in Koreatown,Los Angeles,649 S. Oxford Avenue,Unknown,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,78,14,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-07-10,20260710-235937-714bc49a,LAP-20260710-015,PRJ-20260710-0131,Acquisition - California - Orange County Apartment Complex Sells for $133M,Orange County,Orange County,Unknown,Workforce Housing,Unknown Stage,Unknown,Low Stall Risk,0,0,0,77,38,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-07-10,20260710-235937-714bc49a,LAP-20260710-020,PRJ-20260710-0065,Koreatown offices at 3700 Wilshire Blvd. to be converted to housing,Los Angeles,Koreatown,Unknown,Office-to-Residential Conversion,Unknown Stage,Persistent Same Stage,Low Stall Risk,0,0,0,77,31,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,High
