run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Los Angeles,10,5,6,1,0,1,Apartment,Entitlement Approval,Office conversion corridor,Unknown,78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City; Acquisition - Los Angeles / California - How Alliance Residential secured 2K apartments in 6 months; Bungalow court to become small lot homes at 7416 S. Figueroa Street; Entitlement / Permitting - Los Angeles - Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street; Entitlement / Permitting - Los Angeles / California - 78-unit affordable housing complex to rise at 12025 Hoffman St. in Studio City,100,67,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Koreatown,2,1,2,1,0,1,Office-to-Residential Conversion,Adaptive Reuse,Office conversion corridor,Unknown,Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Office-to-Residential Conversion - Los Angeles / California - Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Work trudges along for Pico Pico Library in Koreatown,74,55,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Wilshire,2,1,2,1,0,1,Office-to-Residential Conversion,Adaptive Reuse,Office conversion corridor,Unknown,Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Office-to-Residential Conversion - Los Angeles / California - Koreatown offices at 3700 Wilshire Blvd. to be converted to housing; Work trudges along for Pico Pico Library in Koreatown,74,55,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Orange County,2,1,1,1,0,1,Workforce Housing,CEQA / Environmental Review,General submarket monitoring,Unknown,Acquisition - California - Orange County Apartment Complex Sells for $133M; C&C Development Opens Affordable Housing in Irvine; Orange County Apartment Complex Sells for $133M,70,44,Yes,Orange County suburban apartment watch,Track local planning docket and entitlement precedent,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Arts District,1,1,1,1,0,1,Mixed-Use Residential,Entitlement Approval,Arts district,Unknown,Entitlement / Permitting - Los Angeles - Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street; Longtime plan for Arts District apartments showing life signs at 1800 E. 7th Street,69,40,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Culver City,2,1,0,1,0,1,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,"Acquisition - Los Angeles / California - In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M; In Likely a Culver City Record, Black Equities Buys Multifamily Asset for $106M; Wood framing rises for mixed-use building at 9431 Venice Blvd. in Palms",69,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Venice,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,Entitlement / Permitting - Other / Unknown - Wood framing rises for mixed-use building at 9431 Venice Blvd. in Palms; Wood framing rises for mixed-use building at 9431 Venice Blvd. in Palms,67,40,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Inglewood,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - California - Kidder Mathews Arranges $12.375M Sale of 52-Unit Apartment Portfolio in Inglewood Californ...; Kidder Mathews Arranges $12.375M Sale of 52-Unit Apartment Portfolio in Inglewood California,58,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Silver Lake,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Los Angeles / California - Northmarq Brokers $5.25M Sale of 105-Unit Silver Lake Development Site in Los Angeles; Northmarq Brokers $5.25M Sale of 105-Unit Silver Lake Development Site in Los Angeles,57,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-07-10,20260710-235937-714bc49a,2026-07-10 23:59:37,Irvine,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,55,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
