run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Apartment,39,23,15,31,84.2,Other / Unknown,Developer Strategy,Avison Young,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Affordable Housing,6,6,2,6,98.0,Los Angeles / California,Regulation Risk,Freddie Mac,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Multifamily,18,5,5,11,69.1,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Student Housing,2,2,1,2,77.5,Phoenix / Arizona,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,BTR / Single-Family Rental,1,1,0,1,83.0,Southeast,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Mixed-Use Residential,5,2,2,5,78.4,Phoenix / Arizona,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Senior Housing,3,2,0,3,78.3,Miami / Florida,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,General Residential,3,0,1,3,55.3,Los Angeles / California,Financing Risk,CBRE,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
