run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Miami,Florida,6,6,0,6,3,5,Apartment,General Project Signal,General Entitlement Signal,Mixed-use corridor,100,82,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos; Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; Development Group Inks $58M Construction Loan for Coconut Grove Condos; General Project Signal - Miami / Florida - Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; General Project Signal - Miami / Florida - HTG Debuts $115M Miami Affordable Housing Project
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,New York,New York,7,6,2,6,1,4,Apartment,General Project Signal,Zoning / Rezoning,Downtown infill,100,54,30,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - New York City / New York - Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Avison Young Arranges $115M Fannie Mae DUS loan for Rockrose; Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Entitlement / Permitting - New York - Ruben Cos. Says It Can't Sell, Finance Navy Yard Multifamily Project; General Project Signal - New York - Vango Development Launches Leasing at Third Rutherford-Area Property"
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Atlanta,Southeast,6,5,1,5,1,5,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,47,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community; Acquisition - Atlanta / Georgia - Passco Offloads Buckhead Rental Asset for $87.5M; Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset; Investor Takes Over Distressed Atlanta Apartment Asset
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Los Angeles,Los Angeles,7,6,6,2,0,2,Affordable Housing,Entitlement / Permitting,Entitlement Approval,Density bonus corridor,100,16,42,High relevance to Woomi site strategy,Monitor entitlement precedent,Affordable housing completed at 1408 W. 162nd St. in South L.A.; Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista; Affordable housing tops out at 10953 Whipple St. in Toluca Lake; Apartments slated for 3648 S. Empire Dr. in Palms; Disposition / Exit - Los Angeles / California - Marcus & Millichap Arranges $6.04M Sale of 31-Unit Multifamily Property in Los Angeles
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Phoenix,Arizona,3,3,0,3,0,2,Mixed-Use Residential,General Project Signal,General Entitlement Signal,University-adjacent,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail; Evergreen Building Mesa Apartments, Retail; General Project Signal - Phoenix / Arizona - Mesa Expected to Okay $3B Legacy Park Project; General Project Signal - Phoenix / Arizona - Subtext Completes 769-Bed Student Housing Development Near Arizona State University; Mesa Expected to Okay $3B Legacy Park Project"
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Long Island City,New York,2,2,0,2,1,2,Apartment,Refinancing,General Entitlement Signal,Transit-oriented development,88,54,20,Strategic watch submarket,Review potential acquisition pipeline,General Project Signal - New York City / New York - Wells Fargo Lends $115M for 301-Unit Multifamily Residential Community with Affordable Uni...; Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan; Wells Fargo Lends $115M for 301-Unit Multifamily Residential Community with Affordable Units in Long Island City; Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Anaheim,Orange County,1,1,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,72,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Tishman Speyer Acquires 376-Unit Anaheim Rental Community
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Charlotte,Southeast,1,1,0,1,0,1,Multifamily,Acquisition,General Entitlement Signal,General submarket monitoring,58,0,20,Strategic watch submarket,Track local GP / sponsor activity,$19.985M Financing Secured for Charlotte-Area Multifamily Community; Acquisition - Sun Belt - $19.985M Financing Secured for Charlotte-Area Multifamily Community
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Brooklyn,New York,1,1,0,1,0,1,Mixed-Use Residential,Acquisition,General Entitlement Signal,Downtown infill,57,0,20,Strategic watch submarket,Track local GP / sponsor activity,Acquisition - New York City / New York - Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site; Borough Developers Closes on $84M Sale of Downtown Brooklyn Development Site
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Jersey City,New York,1,1,0,1,0,1,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,57,0,20,Strategic watch submarket,Track local GP / sponsor activity,$16.5M Acquisition Loan and Joint Venture Equity Secured for Luxury Jersey City Multifamily Community; JV / Partnership - Other / Unknown - $16.5M Acquisition Loan and Joint Venture Equity Secured for Luxury Jersey City Multifamil...
