run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0104,Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan,100,DST-20260918-001,DFP-024A3745D0,DCL-20260918-001,refinancing stress,New York City / New York,Apartment,Avison Young,Fannie Mae,Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan,71,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan,https://commercialobserver.com/2026/09/wells-fargo-long-island-city-queens-apartments/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0091,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,DST-20260918-005,DFP-8316C3FE88,DCL-20260918-005,construction loan gap,Miami / Florida,Apartment,Berkadia,Berkadia,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,67,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Development Group Inks $58M Construction Loan for Coconut Grove Condos,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0091,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,DST-20260918-006,DFP-9F93C50581,DCL-20260918-006,refinancing stress,Miami / Florida,Apartment,Berkadia,Berkadia,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0132,Construction Financing - Other / Unknown - Affinius Capital Provides $130M Construction Loan for Chicago Multifamily Tower,100,DST-20260918-010,DFP-A946E7225B,DCL-20260918-010,construction loan gap,Other / Unknown,Multifamily,Mavrek,CBRE,Construction Financing - Other / Unknown - Affinius Capital Provides $130M Construction Loan for Chicago Multifamily Tower,63,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Affinius Capital Provides $130M Construction Loan for Chicago Multifamily Tower,https://commercialobserver.com/2026/09/affinius-capital-130m-construction-loan-chicago-multifamily/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0042,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,80,DST-20260918-031,DFP-A054A1E32A,DCL-20260918-031,distressed sale,Atlanta / Georgia,Apartment,Unknown,Unknown,Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset,58,Monitor,Disposition / Exit; distressed,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Investor Takes Over Distressed Atlanta Apartment Asset,https://www.connectcre.com/stories/investor-acquires-distressed-atlanta-apartment-asset/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0078,Entitlement / Permitting - Los Angeles / California - L.A. County Supes approve apartments at 7914 Broadway Ave. in West Whittier,80,DST-20260918-023,DFP-290A9A30CB,DCL-20260918-023,refinancing stress,Los Angeles / California,General Residential,Unknown,northmarq,"Refinancing - Los Angeles / California - Northmarq Secures $29.3M Refinancing for Dining, Entertainment Center in Los Angeles",58,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,"Northmarq Secures $29.3M Refinancing for Dining, Entertainment Center in Los Angeles",https://rebusinessonline.com/northmarq-secures-29-3m-refinancing-for-dining-entertainment-center-in-los-angeles/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0134,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,80,DST-20260918-030,DFP-0789BAE763,DCL-20260918-030,refinancing stress,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - Gantry Secures $51M of CMBS Financing for Kansas City Value-Add Multifamily,56,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Gantry Secures $51M of CMBS Financing for Kansas City Value-Add Multifamily,https://www.connectcre.com/stories/gantry-secures-51m-of-cmbs-financing-for-kansas-city-value-add-multifamily/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0096,General Project Signal - Miami / Florida - Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community,80,DST-20260918-040,DFP-B69E2A971F,DCL-20260918-040,refinancing stress,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Pebb Secures $223M Refi on Delray Beach Mixed-Use Venture,55,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Pebb Secures $223M Refi on Delray Beach Mixed-Use Venture,https://www.connectcre.com/stories/pebb-secures-223m-refi-on-delray-beach-mixed-use-venture/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0158,BTR / Build-to-Rent - Southeast - Trilogy Obtains Construction Loan for 172-Unit Build-to-Rent Project in Huntsville,80,DST-20260918-046,DFP-883238F7BE,DCL-20260918-046,construction loan gap,Southeast,BTR / Single-Family Rental,Unknown,Unknown,BTR / Build-to-Rent - Southeast - Trilogy Obtains Construction Loan for 172-Unit Build-to-Rent Project in Huntsville,52,Monitor,BTR / Build-to-Rent; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Trilogy Obtains Construction Loan for 172-Unit Build-to-Rent Project in Huntsville,https://rebusinessonline.com/trilogy-obtains-construction-loan-for-172-unit-build-to-rent-project-in-huntsville/,Medium
2026-09-18,20260918-010447-6e8fb0ca,PRJ-20260918-0064,Construction Financing - Denver / Colorado - National Multifamily Firm Grand Peaks Begins Construction on 164-Unit The Summit Near Vail,80,DST-20260918-037,DFP-E70A8464D9,DCL-20260918-037,construction loan gap,Denver / Colorado,Multifamily,Unknown,Unknown,Construction Financing - Denver / Colorado - National Multifamily Firm Grand Peaks Begins Construction on 164-Unit The Summit Near Vail,50,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,National Multifamily Firm Grand Peaks Begins Construction on 164-Unit The Summit Near Vail,https://yieldpro.com/2026/09/the-summit-avon/,Low
