run_date,run_id,card_id,card_type,card_title,card_priority,card_score,market,residential_sector,gp_or_developer,summary,why_it_matters,recommended_action,source_report,source_url_if_available
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-035,Capital Flow,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Critical,100,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Apartment,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Stable,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-036,Capital Flow,Alliance Residential,Critical,100,Alliance Residential,Apartment,Alliance Residential,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-037,Capital Flow,Arcus Real Estate Capital,Critical,100,Arcus Real Estate Capital,BTR / Single-Family Rental,Arcus Real Estate Capital,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-019,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 12508 W. Pacific Ave. in Mar Vista,Critical,100,Los Angeles,Affordable Housing,Unknown,Benchmark density bonus use,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/affordable-housing-proposed-12508-w-pacific-ave-mar-vista
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-020,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - Apartments slated for 3648 S. Empire Dr. in Palms,Critical,100,Los Angeles,Apartment,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/apartments-slated-3648-s-empire-dr-palms
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-018,LA Asset Watch,General Project Signal - California - WNC Closes on 23rd California-Focused Affordable Housing Fund,Critical,100,Los Angeles,Affordable Housing,Unknown,Benchmark density bonus use,LA / Southern California project-level watch item.,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md,https://www.connectcre.com/stories/wnc-closes-on-23rd-california-focused-affordable-housing-fund/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-017,LA Asset Watch,General Project Signal - New York City / New York - Wells Fargo Lends $115M for 301-Unit Multifamily Residential Community with Affordable Uni...,Critical,100,Los Angeles,Multifamily,IPA,Track site control precedent,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://yieldpro.com/2026/09/eagle-lofts-collection/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-016,LA Asset Watch,Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan,Critical,100,Los Angeles,Apartment,Avison Young,Track site control precedent,LA / Southern California project-level watch item.,"Track lender, maturity, owner, and recapitalization path",la_asset_watch_report.md,https://commercialobserver.com/2026/09/wells-fargo-long-island-city-queens-apartments/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-001,Signal Quality,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,Critical,96,Unknown,Apartment,Berkadia,"4 source file(s), 8 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-002,Signal Quality,Refinancing - New York City / New York - Wells Fargo Refis Long Island City Apartments With $115M Fannie Mae Loan,Critical,93,Unknown,Apartment,Avison Young,"5 source file(s), 9 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-003,Signal Quality,General Project Signal - New York City / New York - Wells Fargo Lends $115M for 301-Unit Multifamily Residential Community with Affordable Uni...,Critical,92,Unknown,Multifamily,IPA,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-004,Signal Quality,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,Critical,91,California,Apartment,Marcus & Millichap,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-006,Opportunity,Acquisition Opportunity,Critical,91,California,Apartment,Freddie Mac,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-005,Signal Quality,Disposition / Exit - California - Private Investor Snags Brea Offices for $28M,Critical,91,California,General Residential,CBRE,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-007,Opportunity,Refinancing Gap,Critical,91,New York City / New York,Apartment,Avison Young,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in New York City / New York.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,opportunity_radar_report.md,https://commercialobserver.com/2026/09/wells-fargo-long-island-city-queens-apartments/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-008,Opportunity,Acquisition Opportunity,Critical,89,California,Apartment,Marcus & Millichap,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-009,Opportunity,Construction Financing Gap,Critical,88,Miami / Florida,Apartment,Berkadia,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-010,Opportunity,Refinancing Gap,Critical,88,Miami / Florida,Apartment,Berkadia,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-032,Lifecycle Watch,Affordable housing tops out at 10953 Whipple St. in Toluca Lake,High,79,Los Angeles / California,Affordable Housing,Unknown,Same Stage Persistence,Lifecycle transition affects timing and project execution confidence.,Monitor for another run to confirm lifecycle direction,lifecycle_transition_report.md,https://la.urbanize.city/post/affordable-housing-tops-out-10953-whipple-st-toluca-lake
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-034,Lifecycle Watch,Affordable housing completed at 1408 W. 162nd St. in South L.A.,High,78,Los Angeles / California,Affordable Housing,Unknown,Mature / Operating,Lifecycle transition affects timing and project execution confidence.,"Use as delivery, lease-up, and underwriting benchmark",lifecycle_transition_report.md,https://la.urbanize.city/post/affordable-housing-completed-1408-w-162nd-st-south-la
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-021,GP Watch,CBRE,High,78,Other / Unknown,Apartment,CBRE,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-033,Lifecycle Watch,Development Start - Los Angeles / California - Affordable housing tops out at 10953 Whipple St. in Toluca Lake,High,78,Unknown,Affordable Housing,Unknown,Same Stage Persistence,Lifecycle transition affects timing and project execution confidence.,Monitor for another run to confirm lifecycle direction,lifecycle_transition_report.md,https://la.urbanize.city/post/affordable-housing-tops-out-10953-whipple-st-toluca-lake
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-022,GP Watch,Freddie Mac,High,76,California,Apartment,Freddie Mac,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,gp_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-024,GP Watch,Bell Partners,High,74,Northern Virginia / Virginia,Apartment,Bell Partners,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-023,GP Watch,Tishman Speyer,High,74,California,Apartment,Tishman Speyer,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,gp_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-029,Entitlement Watch,Density Bonus / TOC,High,73,Los Angeles / California,Affordable Housing,Unknown,Density incentive,Entitlement and permitting can affect site timing and execution risk.,Benchmark density bonus / TOC use and project economics,entitlement_intelligence_report.md,https://la.urbanize.city/post/affordable-housing-tops-out-10953-whipple-st-toluca-lake
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-011,Distress,refinancing stress,High,71,New York City / New York,Apartment,Avison Young,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://commercialobserver.com/2026/09/wells-fargo-long-island-city-queens-apartments/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-025,GP Watch,JLL,High,68,Other / Unknown,Apartment,JLL,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-026,Market Entry Window,National / Other,High,68,National / Other,80,Unknown,Selective Entry Window,active opportunity radar signals; possible distress or recapitalization watch,Monitor refinancing and distress pipeline,market_entry_window_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-012,Distress,construction loan gap,High,67,Miami / Florida,Apartment,Berkadia,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-013,Distress,refinancing stress,High,67,Miami / Florida,Apartment,Berkadia,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-027,Market Entry Window,California,High,65,California,90,Unknown,Selective Entry Window,active opportunity radar signals; capital-flow or institutional activity signal; core Woomi California / LA strategic relevance,Track entitlement / permitting pipeline,market_entry_window_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-014,Distress,construction loan gap,Medium,63,Other / Unknown,Multifamily,Mavrek,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://commercialobserver.com/2026/09/affinius-capital-130m-construction-loan-chicago-multifamily/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-028,Market Entry Window,Sun Belt,Medium,61,Sun Belt,80,Unknown,Early Signal / Prepare,active opportunity radar signals; capital-flow or institutional activity signal,Prepare GP conversations,market_entry_window_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-038,Source Health,Critical source validation warnings,Medium,60,National / Other,General Residential,Unknown,15 source(s) failed validation.,Source reliability affects dashboard signal confidence.,Review failed critical feeds and manual-review queue,source_activation_report.md,
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-030,Entitlement Watch,Density Bonus / TOC,Medium,58,California,General Residential,CBRE,Density incentive,Entitlement and permitting can affect site timing and execution risk.,"Track local planning filings, approval body, sponsor, and entitlement precedent",entitlement_intelligence_report.md,https://www.connectcre.com/stories/private-investor-snags-brea-offices-for-28m/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-015,Distress,distressed sale,Medium,58,Atlanta / Georgia,Apartment,Unknown,Disposition / Exit; distressed,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,distress_watchlist_report.md,https://www.connectcre.com/stories/investor-acquires-distressed-atlanta-apartment-asset/
2026-09-18,20260918-010447-6e8fb0ca,CARD-20260918-031,Entitlement Watch,Office-to-Residential Conversion,Low,42,Atlanta / Georgia,Apartment,Unknown,Office conversion policy,Entitlement and permitting can affect site timing and execution risk.,"Review office conversion feasibility, policy support, and local sponsor activity",entitlement_intelligence_report.md,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/
