run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,CBRE,CBRE,100,100,75,100,90,100,0,100,0,62,78,Tier 2 High Potential GP,Other / Unknown,Apartment,Other,cbre,cbre,Capital Outflow / Exit; Disposition / Exit; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Freddie Mac,Freddie Mac,100,100,90,100,90,65,0,100,0,67,76,Tier 2 High Potential GP,California,Apartment,Other,freddie mac,freddie mac,Acquisition; Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Tishman Speyer,Tishman Speyer,83,94,90,100,90,65,0,100,0,60,74,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Bell Partners,Bell Partners,73,89,90,55,90,100,0,100,0,56,74,Tier 2 High Potential GP,Northern Virginia / Virginia,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,JLL,JLL,100,100,90,70,90,100,0,0,0,67,68,Tier 3 Monitoring GP,Other / Unknown,Apartment,Other,jll,jll,Acquisition; Capital Inflow; JV / Partnership; acquisition; disposition / exit; refinancing; JV / partnership; selective multifamily acquisition,None detected,None detected,Low,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Marcus & Millichap,Marcus & Millichap,100,100,90,100,90,0,0,100,0,67,66,Tier 3 Monitoring GP,California,Multifamily,Other,None detected,None detected,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,ESJ Capital Partners,ESJ Capital Partners,63,91,90,75,90,100,0,0,0,52,66,Tier 3 Monitoring GP,Sun Belt,Multifamily,Other,None detected,None detected,Capital Inflow; Sun Belt expansion; acquisition; JV / partnership,None detected,None detected,Low,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,WNC,WNC,83,99,90,100,70,0,0,100,0,60,63,Tier 3 Monitoring GP,California,Affordable Housing,Other,None detected,None detected,Capital Inflow; capital raise; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Affinius Capital,Affinius Capital,63,91,90,35,90,100,0,0,0,52,62,Tier 3 Monitoring GP,Other / Unknown,Multifamily,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Mavrek,Mavrek,63,91,90,35,90,100,0,0,0,52,62,Tier 3 Monitoring GP,Other / Unknown,Multifamily,Other,cbre,cbre,Construction Financing; Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
