run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,California,Apartment,16,13,7,88.6,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Los Angeles,Affordable Housing,10,8,4,89.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,National / Other,Apartment,31,16,8,73.7,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,New York,Apartment,7,7,4,88.3,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Southeast,Apartment,8,6,2,77.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Florida,Apartment,6,4,2,82.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Arizona,Mixed-Use Residential,3,2,1,80.7,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Phoenix,Mixed-Use Residential,3,2,1,80.7,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Texas,Apartment,3,2,1,73.3,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Seattle,Apartment,1,1,1,100.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Sun Belt,Multifamily,1,1,1,100.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Austin,Apartment,1,1,0,77.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-18,20260918-010447-6e8fb0ca,2026-09-18 01:04:47,Dallas,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
