run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,California,Apartment,21,17,11,86.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Los Angeles,Apartment,15,13,10,91.3,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,National / Other,Multifamily,28,12,4,71.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Texas,Apartment,8,8,5,86.6,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,New York,Apartment,8,8,4,88.9,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Arizona,Apartment,5,5,2,90.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Florida,Apartment,7,4,4,81.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Phoenix,Apartment,4,4,2,92.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Southeast,Apartment,5,3,1,74.4,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Dallas,Apartment,2,2,1,87.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Austin,Apartment,1,1,1,100.0,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Seattle,Affordable Housing,1,1,0,84.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-08,20260608-143859-a74ae896,2026-06-08 14:38:59,Sun Belt,Apartment,1,1,0,81.0,Rent Growth / Demand,None detected,General market monitoring,Strategic Watch Market,Monitor only
