run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-08,20260608-143859-a74ae896,LAW-20260608-001,Los Angeles,Here are California's affordable housing income limits for 2026,,Affordable Housing,CEQA / Environmental Review,Under Review,75,45,74,Relevant to California entitlement monitoring,Watch affordable housing requirement,"Review CEQA status, appeal risk, and approval timeline",Here are California's affordable housing income limits for 2026,https://la.urbanize.city/post/here-are-californias-affordable-housing-income-limits-2026,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-005,Los Angeles,Entitlement / Permitting - Los Angeles / California - L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,Unknown,Affordable Housing,Entitlement Approval,Approved / Entitled,35,55,53,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,https://la.urbanize.city/post/la-city-council-upholds-approval-mixed-use-project-787-s-alameda-st-dtla,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-002,Los Angeles,Renters remain cautious but demand holds steady,Unknown,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Renters remain cautious but demand holds steady,https://www.multifamilydive.com/news/renters-demand-steady-spring-multifamily/821534/,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-004,Los Angeles,19-story high-rise starts work at 6055 Center Drive in Westchester,Hanover Company,Mixed-Use Residential,Building Permit / Construction Permit,Permitted,20,60,51,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,19-story high-rise starts work at 6055 Center Drive in Westchester,https://la.urbanize.city/post/19-story-high-rise-starts-work-6055-center-drive-westchester,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-003,Los Angeles,L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,,Affordable Housing,Planning Approval,Delayed / Appealed,60,30,50,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,https://la.urbanize.city/post/la-city-council-upholds-approval-mixed-use-project-787-s-alameda-st-dtla,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-006,Los Angeles,NYC's Rent-Stabilized Subsidy Goes Untapped By Nonprofit Buyers,Unknown,Multifamily,Density Bonus / TOC,Unknown Stage,28,48,49,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,NYC's Rent-Stabilized Subsidy Goes Untapped By Nonprofit Buyers,https://www.bisnow.com/new-york/news/multifamily/nycs-rent-stabilized-subsidy-goes-untapped-by-nonprofit-buyers-134896,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-007,Connecticut,Office-to-Residential Conversion - Connecticut - Condyne Capital Plans Adaptive Reuse Multifamily Redevelopment of Former Konica Minolta Bu...,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Early Planning,20,42,45,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Condyne Capital Plans Adaptive Reuse Multifamily Redevelopment of Former Konica Minolta Building in Windsor Connecticut,https://yieldpro.com/2026/06/former-konica-minolta-building/,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-008,Los Angeles,Disposition / Exit - Los Angeles / California - Mixed-use project slated for 9700 W. Pico Blvd. in Pico-Robertson,CBRE,Affordable Housing,Entitlement Approval,Unknown Stage,28,35,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Mixed-use project slated for 9700 W. Pico Blvd. in Pico-Robertson,https://la.urbanize.city/post/mixed-use-project-slated-9700-w-pico-blvd-pico-robertson,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - 85 apartments proposed at 15242 W. Parthenia St. in North Hills,Unknown,Affordable Housing,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",85 apartments proposed at 15242 W. Parthenia St. in North Hills,https://la.urbanize.city/post/85-apartments-proposed-15242-w-parthenia-st-north-hills,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-010,Los Angeles,290 apartments planned at 18430 Sherman Way in Reseda,,Apartment,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",290 apartments planned at 18430 Sherman Way in Reseda,https://la.urbanize.city/post/290-apartments-planned-18430-sherman-way-reseda,Low
2026-06-08,20260608-143859-a74ae896,LAW-20260608-011,San Francisco,"Entitlement / Permitting - San Francisco / California - Permits Filed For 821 Corbett Avenue in Twin Peaks, San Francisco",Unknown,Apartment,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Permits Filed For 821 Corbett Avenue in Twin Peaks, San Francisco",https://sfyimby.com/2026/06/permits-filed-for-821-corbett-avenue-in-twin-peaks-san-francisco.html,Low
