run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-07-28,20260728-235943-eac269a1,TIM-20260728-002,Acquisition Window,California,Senior Housing,Marcus & Millichap,Unknown,Acquisition - California - Marcus & Millichap Closes $12.5M Sale of La Mesa Seniors Housing,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Marcus & Millichap Closes $12.5M Sale of La Mesa Seniors Housing,Connect CRE California,https://www.connectcre.com/stories/marcus-millichap-closes-12-5m-sale-of-la-mesa-seniors-housing/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-004,Acquisition Window,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-003,Refinancing / Maturity Window,New York City / New York,Mixed-Use Residential,JLL,JLL,Refinancing - New York City / New York - JLL Arranges $58M Loan for Refinancing of Brooklyn Mixed-Use Building,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window; completed,JLL Arranges $58M Loan for Refinancing of Brooklyn Mixed-Use Building,REBusiness Online,https://rebusinessonline.com/jll-arranges-58m-loan-for-refinancing-of-brooklyn-mixed-use-building/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-032,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-035,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-007,Acquisition Window,Atlanta / Georgia,Affordable Housing,JLL,JLL,Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Walton Communities Offloads Two Atlanta Rental Properties,Connect CRE Atlanta,https://www.connectcre.com/stories/walton-lakes-offloads-two-atlanta-rental-properties/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-005,Acquisition Window,California,General Residential,JLL,JLL,Acquisition - California - Ventas Buys Senior Living Community in SoCal for $57M,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Ventas Buys Senior Living Community in SoCal for $57M,Commercial Observer,https://commercialobserver.com/2026/07/ventas-harrison-street-senior-living-california/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-008,Acquisition Window,Southeast,Apartment,Unknown,northmarq,"Acquisition - Southeast - Northmarq Negotiates $5.6M Sale of Multifamily Community in Lexington, South Carolina",No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,"Northmarq Negotiates $5.6M Sale of Multifamily Community in Lexington, South Carolina",REBusiness Online,https://rebusinessonline.com/northmarq-negotiates-5-6m-sale-of-multifamily-community-in-lexington-south-carolina/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-010,Entitlement / Permitting,Los Angeles / California,Apartment,Unknown,Unknown,Entitlement / Permitting - Los Angeles / California - 93 apartments approved for 8465 Glenoaks Ave. in Sun Valley,No explicit timing reference,Unknown Timing,65,Medium,Entitlement / Permitting; permitting,93 apartments approved for 8465 Glenoaks Ave. in Sun Valley,Urbanize LA,https://la.urbanize.city/post/93-apartments-approved-8465-glenoaks-ave-sun-valley,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-011,Entitlement / Permitting,Los Angeles / California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - Los Angeles / California - City Planning Commission signs off on mixed-use project at 2800 W. Jefferson Blvd.,No explicit timing reference,Unknown Timing,65,Medium,Entitlement / Permitting; permitting; planning commission,City Planning Commission signs off on mixed-use project at 2800 W. Jefferson Blvd.,Urbanize LA,https://la.urbanize.city/post/city-planning-commission-signs-mixed-use-project-2800-w-jefferson-blvd,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-012,Entitlement / Permitting,Los Angeles / California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - Los Angeles / California - Mixed-use building slated for 20160 Roscoe Blvd. in Winnetka,No explicit timing reference,Unknown Timing,65,Medium,Entitlement / Permitting; permitting,Mixed-use building slated for 20160 Roscoe Blvd. in Winnetka,Urbanize LA,https://la.urbanize.city/post/mixed-use-building-slated-20160-roscoe-blvd-winnetka,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-07-28,20260728-235943-eac269a1,TIM-20260728-015,Office-to-Residential Conversion Timing,Santa Monica / California,Multifamily,Unknown,Unknown,"Office-to-Residential Conversion - Santa Monica / California - Graffiti tower cleanup begins, Homeless population grows, and more",No explicit timing reference,Unknown Timing,65,Medium,Office-to-Residential Conversion Timing,"Graffiti tower cleanup begins, Homeless population grows, and more",Urbanize LA,https://la.urbanize.city/post/graffiti-tower-cleanup-begins-homeless-population-grows-and-more,Monitor sector-specific platform timing and potential partnership relevance,Biweekly
