run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-07-28,20260728-000412-226963fa,art_fab56b1d03239f64,art_a514df51901e8397; art_fab56b1d03239f64; art_46600c09d052802f; art_6e2b9e3b4f5e4031; art_3aa34a15044c989d; art_292fae39d8b69833,Development Activity,new_or_fresh,2026-07-27,2026-07-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,California,matched state keyword: California,Marcus & Millichap,Marcus & Millichap,Marcus & Millichap,Dream Street Capital,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 81-unit; address/street: 49 guava ave; project/asset term: multifamily property,high,Project / Asset,Apartment,acquisition; disposition / exit; capital raise; market expansion; operational technology / AI adoption,California,Core Multifamily News; Regional / California / LA Sources,Other,6,89.7,100,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-07-28,20260728-000412-226963fa,art_b914af68e0e48820,art_e22f581691a7fbd7; art_3f84edd73e3edbf3; art_b914af68e0e48820; art_8e74b32fa12f1a2d,Development Activity,acceptable_repeat,2026-07-23,2026-07-28,5,fresh_0_3d,fresh,published date parsed; article age 5 day(s),66,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,JLL,JLL,JLL,Hines,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 305-unit; project/asset term: community,high,Project / Asset,Mixed-Use Residential,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,Dallas / Texas,Core Multifamily News; Site / Parcel Source Expansion,Other,4,99.8,97,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-07-28,20260728-000412-226963fa,art_10d16882acbc0e81,art_b790074cb338b620; art_10d16882acbc0e81; art_28f7b99b2ae6a4e5,Development Activity,acceptable_repeat,2026-07-26,2026-07-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,Miami,Florida,matched city/metro keyword: Miami,IPA,IPA,IPA,Sky Equity Group; CDK Capital; Valley National Bank,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,project/asset term: development; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Apartment,operational technology / AI adoption,Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,3,82.7,85,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Immediate Watch
2026-07-28,20260728-000412-226963fa,art_af936828d39943e9,art_af936828d39943e9,Development Activity,repeat_penalized,2026-07-15,2026-07-28,13,recent_4_14d,recent,published date parsed; article age 13 day(s),55,valid,open,,California,matched state keyword: California,Bascom Group,Bascom Group,Bascom Group,,,,,True,unit/site count: 183-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,91.0,83,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-07-28,20260728-000412-226963fa,art_195e49f75723614c,art_195e49f75723614c,GP / Capital Activity,repeat_penalized,2026-07-14,2026-07-28,14,recent_4_14d,recent,published date parsed; article age 14 day(s),55,valid,open,,California,matched state keyword: California,"Milhaus Merges with SRG Residential, Will","Milhaus Merges with SRG Residential, Will","Milhaus Merges with SRG Residential, Will",SRG Residential; Will Acquire Broadshore Capital,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,project/asset term: apartments,medium,Project / Asset,Apartment,acquisition; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,67.0,82,Operational Optimization,operational efficiency push,competitive pressure indicator,review LA / California development activity,Immediate Watch
2026-07-28,20260728-000412-226963fa,art_87ddc4962f06af4a,art_87ddc4962f06af4a; art_b75338dbaf14f6f2,Development Activity,new_or_fresh,2026-07-27,2026-07-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Washington DC,Washington DC,matched city/metro keyword: Washington DC,Berkadia,Berkadia,Berkadia,Freddie Mac; CoStar Group,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 270-unit; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; refinancing,Washington DC,Site / Parcel Source Expansion,Other,2,100.0,79,Defensive Capital Preservation,selective multifamily acquisition,pricing discovery reference,track refinancing pipeline,Strategic Watch
2026-07-28,20260728-000412-226963fa,art_10d16882acbc0e81,art_b790074cb338b620; art_10d16882acbc0e81,Development Activity,acceptable_repeat,2026-07-26,2026-07-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,Miami,Florida,matched city/metro keyword: Miami,Valley National Bank,Valley National Bank,Valley National Bank,Sky Equity Group; CDK Capital,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,project/asset term: development; project financing tied to anchor: construction financing,high,Project Financing / Capital Event,Apartment,operational technology / AI adoption,Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,2,88.5,77,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-28,20260728-000412-226963fa,art_43641de8f10a1d27,art_43641de8f10a1d27,Development Activity,new_or_fresh,2026-07-27,2026-07-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Arcus Real Estate Capital,Arcus Real Estate Capital,Arcus Real Estate Capital,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 334-unit; project/asset term: community,high,Project / Asset,BTR / Single-Family Rental,refinancing; BTR expansion; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,94.0,73,Defensive Capital Preservation,BTR growth strategy,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-07-28,20260728-000412-226963fa,art_d7d8176bdd750a59,art_d7d8176bdd750a59,Development Activity,repeat_penalized,2026-07-13,2026-07-28,15,old_31d_plus,old,published date parsed; article age 15 day(s),5,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,CIM Group,CIM Group,CIM Group,,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 12-story; execution milestone: construction start; project/asset term: project,high,Construction Start,Mixed-Use Residential,development start; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,100.0,73,Operational Optimization,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
2026-07-28,20260728-000412-226963fa,art_3f84edd73e3edbf3,art_3f84edd73e3edbf3,Development Activity,repeat_penalized,2026-07-09,2026-07-28,19,old_31d_plus,old,published date parsed; article age 19 day(s),5,valid,open,Miami,Florida,matched city/metro keyword: Miami,Edgewater Rental Community S3 Capital,Edgewater Rental Community S3 Capital,Edgewater Rental Community S3 Capital,JLL,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 36-story; address/street: 138 ne 22 nd st; project/asset term: development; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Mixed-Use Residential,refinancing; operational technology / AI adoption,Miami / Florida,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
