run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-19,20260819-232308-78777e3c,AvalonBay,Tier 1 / Immediate Strategic Importance,100,Apartment,Nashville / Tennessee; Other / Unknown,Core Multifamily News,Other,disposition / exit; JV / partnership; operational technology / AI adoption,2,100,86.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-19,20260819-232308-78777e3c,Brookfield,Tier 1 / Immediate Strategic Importance,100,Apartment,Phoenix / Arizona,Core Multifamily News,Other,JV / partnership; market expansion; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-19,20260819-232308-78777e3c,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; National; New York,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; entitlement; JV / partnership; operational technology / AI adoption,3,100,74.7,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-19,20260819-232308-78777e3c,Equity Residential,Tier 1 / Immediate Strategic Importance,100,Apartment,Other / Unknown,Core Multifamily News,Other,disposition / exit; JV / partnership; operational technology / AI adoption,1,100,100.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-19,20260819-232308-78777e3c,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Los Angeles / California; Other / Unknown,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,4,100,93.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-19,20260819-232308-78777e3c,Wood Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,San Francisco / California,Site / Parcel Source Expansion,Other,acquisition; JV / partnership; operational technology / AI adoption,1,100,100.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-08-19,20260819-232308-78777e3c,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,1,91,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-19,20260819-232308-78777e3c,Blackstone,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Dallas / Texas,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,96,Monitor only
2026-08-19,20260819-232308-78777e3c,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,91,91.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-08-19,20260819-232308-78777e3c,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Multifamily,Los Angeles / California,Core Multifamily News,Other,operational technology / AI adoption,1,82,82.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
