run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-08-19,20260819-232308-78777e3c,ENT-20260819-005,Other / Unknown,Los Angeles,Apartment,,"Proposal For Housing at 349 1st Street, Los Altos",CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,48,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones","Proposal For Housing at 349 1st Street, Los Altos",SF YIMBY,https://sfyimby.com/2026/08/proposal-for-housing-at-349-1st-street-los-altos.html,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-001,Los Angeles / California,Los Angeles,Mixed-Use Residential,,39 apartments approved at 10535 W. Missouri Ave. in West L.A.,CEQA / Environmental Review,Approved / Entitled,Planning Commission,CEQA risk,No,No clear density / zoning signal,Yes,No explicit timing reference,57,55,General entitlement monitoring,"Monitor CEQA timeline, appeals, and environmental review milestones",39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Urbanize LA,https://la.urbanize.city/post/39-apartments-approved-10535-w-missouri-ave-west-la,Medium
2026-08-19,20260819-232308-78777e3c,ENT-20260819-008,Los Angeles / California,Los Angeles,Mixed-Use Residential,Unknown,Entitlement / Permitting - Los Angeles / California - 39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Urbanize LA,https://la.urbanize.city/post/39-apartments-approved-10535-w-missouri-ave-west-la,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-002,San Francisco / California,Los Angeles,Apartment,Wood Partners,Potrero Hill Apartments Fetch One of San Francisco’s Highest Per-Unit Prices,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,2026,28,53,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,Potrero Hill Apartments Fetch One of San Francisco’s Highest Per-Unit Prices,Connect CRE Apartments,https://www.connectcre.com/stories/potrero-hill-apartments-fetch-one-of-san-franciscos-highest-per-unit-prices/,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-006,New York,New York,Apartment,Walker & Dunlop,Office-to-Residential Conversion - New York - Walker & Dunlop Arranges Financing for Stamford Residential Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Walker & Dunlop Arranges Financing for Stamford Residential Conversion,Connect CRE,https://www.connectcre.com/stories/walker-dunlop-arranges-financing-for-stamford-residential-conversion/,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-007,California,California,Affordable Housing,Unknown,Entitlement / Permitting - California - Affordable housing under construction at 9038 S. Reading Ave. in Westchester,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Affordable housing under construction at 9038 S. Reading Ave. in Westchester,Urbanize LA,https://la.urbanize.city/post/affordable-housing-under-construction-9038-s-reading-ave-westchester,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-011,Atlanta / Georgia,Atlanta,Apartment,Unknown,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",JLB Pursuing Buckhead Office-to-Apartments Conversion,Connect CRE Atlanta,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-004,Other / Unknown,Los Angeles,Office-to-Residential Conversion,Unknown,RMK Management Corp. Named Leasing and Property Manager of The Bellwether New Office-To-Residential Conversion in Chicago’s Loop,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",RMK Management Corp. Named Leasing and Property Manager of The Bellwether New Office-To-Residential Conversion in Chicago’s Loop,Yield PRO,https://yieldpro.com/2026/08/the-bellwether-2/,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-009,Los Angeles / California,Los Angeles,Senior Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Senior affordable housing rising at 19300 Sherman Way in Reseda,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,20,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Senior affordable housing rising at 19300 Sherman Way in Reseda,Urbanize LA,https://la.urbanize.city/post/senior-affordable-housing-rising-19300-sherman-way-reseda,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-003,San Francisco / California,Los Angeles,Apartment,,"Updated Plans For 2513 Irving Street, Sunset District, San Francisco",Zoning / Rezoning,Early Planning,Unknown,General regulatory watch,No,zoning,No,2026,20,30,Low relevance,Monitor entitlement status for repeated confirmation,"Updated Plans For 2513 Irving Street, Sunset District, San Francisco",SF YIMBY,https://sfyimby.com/2026/08/updated-plans-for-2513-irving-street-sunset-district-san-francisco.html,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-012,San Francisco / California,San Francisco,Apartment,Unknown,"Entitlement / Permitting - San Francisco / California - Updated Plans For 2513 Irving Street, Sunset District, San Francisco",Entitlement Approval,Early Planning,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,"Updated Plans For 2513 Irving Street, Sunset District, San Francisco",SF YIMBY,https://sfyimby.com/2026/08/updated-plans-for-2513-irving-street-sunset-district-san-francisco.html,Low
2026-08-19,20260819-232308-78777e3c,ENT-20260819-010,Los Angeles / California,Los Angeles,General Residential,Unknown,"Entitlement / Permitting - Los Angeles / California - Report: L.A. permits 8,800 homes in the first half of 2026",Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,2026,28,20,Low relevance,Track construction-ready pipeline and comparable sponsor execution,"Report: L.A. permits 8,800 homes in the first half of 2026",Urbanize LA,https://la.urbanize.city/post/report-la-permits-8800-homes-first-half-2026,Low
