run_date,run_id,canonical_article_id,related_canonical_article_ids,primary_display_section,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,article_integrity_status,access_status,extracted_city,extracted_state,extracted_market_reason,gp_name,canonical_gp_name,lead_entity,counterparties,entity_extraction_method,entity_extraction_confidence,entity_extraction_reason,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,residential_sector,activity_type,market_focus,source_categories,source_platform_types,article_count,average_relevance_score,institutional_signal_strength,growth_or_defensive_signal,likely_strategy,potential_implication_for_woomi,recommended_follow_up,strategic_priority_label
2026-06-28,20260628-000336-0274ba14,art_e8000dbed6d93f96,art_e8000dbed6d93f96; art_6e05306f1e52dc16; art_86bc6f4162c00691,Development Activity,new_or_fresh,2026-06-27,2026-06-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,San Francisco,California,matched city/metro keyword: San Francisco,CBRE,CBRE,CBRE,Mesa West Capital Joint Venture; Mesa West Capital; Harrison Street Asset Management; Former Bank; Paul Bubny Former Bank; Merchants Bank,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,unit/site count: 352-unit; project/asset term: community,high,Project Financing / Capital Event,Apartment,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,California,Core Multifamily News; Site / Parcel Source Expansion,Other,3,85.7,100,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_4b57916f0d8a2f15,art_6cf301e5886bd024; art_4b57916f0d8a2f15; art_068a8f6767d76c62,Development Activity,acceptable_repeat,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,,,"no city, state, or market keyword detected",Marcus & Millichap,Marcus & Millichap,Marcus & Millichap,MMCC; Wintrust Bank,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,address/street: 937 w. armitage ave,medium,Project / Asset,Apartment,acquisition; disposition / exit; refinancing; operational technology / AI adoption,Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,3,87.3,97,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_aec9f7cf4c436fa1,art_aec9f7cf4c436fa1; art_d0b421a7b9809455,Development Activity,acceptable_repeat,2026-06-25,2026-06-28,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,Riverside,California,matched city/metro keyword: Riverside,Elme Communities,Elme Communities,Elme Communities,Beitel Group; RailField Partners; Google Maps Elme Communities,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 222-unit; project/asset term: apartments,high,Project / Asset,Apartment,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,Riverside / California,Core Multifamily News,Other,2,86.5,89,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_bdf9d3308efe9ea1,art_bdf9d3308efe9ea1; art_3b4c9baed7476b73,Development Activity,new_or_fresh,2026-06-27,2026-06-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,New York City,New York,matched city/metro keyword: New York City,S3 Capital,S3 Capital,S3 Capital,Luxury Resort Project Near Orlando Residential; Construction Financing S3 Capital; Courtesy S3 Capital; Urban Network Capital Group,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 15-story; address/street: 311 w. 43rd st; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Office-to-Residential Conversion,refinancing; office-to-residential conversion; JV / partnership; operational technology / AI adoption,New York City / New York,Core Multifamily News,Other,2,74.0,89,Defensive Capital Preservation,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_900a651fa11ae187,art_900a651fa11ae187; art_e2b7f114160040f1,Development Activity,new_or_fresh,2026-06-27,2026-06-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,,used broad market bucket: National,Wells Fargo Bank,Wells Fargo Bank,Wells Fargo Bank,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 476-unit; execution milestone: broke ground; site/parcel signal: site; project/asset term: development; project financing tied to anchor: construction loan,high,Construction Start,Apartment,acquisition; refinancing; operational technology / AI adoption,National,Core Multifamily News; Site / Parcel Source Expansion,Other,2,100.0,89,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_f0e5befbb21a23aa,art_f0e5befbb21a23aa,Development Activity,repeat_penalized,2026-05-27,2026-06-28,32,old_31d_plus,old,published date parsed; article age 32 day(s),5,valid,open,,California,matched state keyword: California,Freestone Capital,Freestone Capital,Freestone Capital,Recapitalize Affordable Properties; Paul Bubny PEF Advisors; Recapitalize Affordable Properties Preservation Equity Fund Advisors,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,project/asset term: apartments,medium,Project Financing / Capital Event,Affordable Housing,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,84.0,83,Distressed Opportunity Positioning,distressed recapitalization,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_f0e5befbb21a23aa,art_f0e5befbb21a23aa,Development Activity,repeat_penalized,2026-05-27,2026-06-28,32,old_31d_plus,old,published date parsed; article age 32 day(s),5,valid,open,,California,matched state keyword: California,PEF Advisors,PEF Advisors,PEF Advisors,Freestone Capital; Recapitalize Affordable Properties; Paul Bubny PEF Advisors; Recapitalize Affordable Properties Preservation Equity Fund Advisors,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",True,project/asset term: apartments,medium,Project Financing / Capital Event,Affordable Housing,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,California,Site / Parcel Source Expansion,Other,1,84.0,83,Distressed Opportunity Positioning,distressed recapitalization,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_227145343c24c1b3,art_227145343c24c1b3,GP / Capital Activity,new_or_fresh,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),100,valid,open,,California,matched state keyword: California,Quarterra,Quarterra,Quarterra,Eldridge Acre Partners Break Ground; Eldridge Acre Partners,dictionary_match,high,"Matched known institutional / GP entity in title, summary, or source text.",False,"no identifiable project, asset, site, address, or unit-count anchor",none,,Apartment,JV / partnership; operational technology / AI adoption,California,Core Multifamily News,Other,1,100.0,83,Operational Optimization,operational efficiency push,potential JV partnership signal,monitor JV activity,Immediate Watch
2026-06-28,20260628-000336-0274ba14,art_a4d368989ad9acba,art_a4d368989ad9acba; art_4433a4f65c3a028c,Development Activity,new_or_fresh,2026-06-27,2026-06-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,valid,open,,,used broad market bucket: National,KeyBank,KeyBank,KeyBank,KeyBank Commercial Mortgage Group,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,unit/site count: 96-unit; project/asset term: project; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,Affordable Housing,refinancing,National,Core Multifamily News; Site / Parcel Source Expansion,Other,2,100.0,79,Defensive Capital Preservation,stable platform monitoring,capital market sentiment indicator,track refinancing pipeline,Strategic Watch
2026-06-28,20260628-000336-0274ba14,art_802da2ae101e73c1,art_802da2ae101e73c1,Development Activity,acceptable_repeat,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,,New York,matched state keyword: New York,Ania Management,Ania Management,Ania Management,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,project/asset term: apartments,medium,Project Financing / Capital Event,Workforce Housing,refinancing; operational technology / AI adoption,New York,Core Multifamily News,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-06-28,20260628-000336-0274ba14,art_39c41f29d166830e,art_39c41f29d166830e,Development Activity,acceptable_repeat,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,valid,open,Atlanta,Georgia,matched city/metro keyword: Atlanta,Dwight Capital,Dwight Capital,Dwight Capital,Jasmine Kilman Dwight Capital; Oregon Multifamily Development Dwight Capital,title_lead_pattern,medium,Inferred entity from headline lead segment and capital-event verb.,True,unit/site count: 174-unit; project/asset term: development,high,Project Financing / Capital Event,Apartment,refinancing; operational technology / AI adoption,Atlanta / Georgia,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-06-28,20260628-000336-0274ba14,art_44ca1e1244abd5f6,art_44ca1e1244abd5f6,Development Activity,acceptable_repeat,2026-06-25,2026-06-28,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),74,valid,open,Austin,Texas,matched city/metro keyword: Austin,Kickstart Marble Falls Mixed-Use Project Forman Capital,Kickstart Marble Falls Mixed-Use Project Forman Capital,Kickstart Marble Falls Mixed-Use Project Forman Capital,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 253-acre; project/asset term: project,high,Project / Asset,Mixed-Use Residential,refinancing; operational technology / AI adoption,Austin / Texas,Site / Parcel Source Expansion,Other,1,89.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track refinancing pipeline,Strategic Watch
2026-06-28,20260628-000336-0274ba14,art_7a1e718b81f8d019,art_7a1e718b81f8d019,Development Activity,repeat_penalized,2026-06-18,2026-06-28,10,recent_4_14d,recent,published date parsed; article age 10 day(s),55,valid,open,Phoenix,Arizona,matched city/metro keyword: Phoenix,Nitya Capital,Nitya Capital,Nitya Capital,,capital_event_sentence,medium,Inferred entity from source text near capital-event language.,True,unit/site count: 274-unit; address/street: 4620 w. mcdowell rd; project/asset term: community,high,Project / Asset,Apartment,acquisition; disposition / exit; operational technology / AI adoption,Phoenix / Arizona,Site / Parcel Source Expansion,Other,1,100.0,73,Defensive Capital Preservation,operational efficiency push,competitive pressure indicator,track construction innovation strategy,Strategic Watch
