run_date,run_id,source_name,source_category,source_tier,coverage_focus,enabled,platform_type,source_url,fetch_status,entries_found,articles_saved,error_message,source_quality_label
2026-06-28,20260628-000336-0274ba14,Multifamily Dive,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://www.multifamilydive.com/feeds/news/,OK,10,4,,High Value
2026-06-28,20260628-000336-0274ba14,Multifamily Executive,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://www.multifamilyexecutive.com/rss.xml,OK,10,3,,High Value
2026-06-28,20260628-000336-0274ba14,Yield PRO,Core Multifamily News,Tier 1,lease_up_supply;national_multifamily,Yes,Other,https://yieldpro.com/feed/,OK,10,9,,High Value
2026-06-28,20260628-000336-0274ba14,Multi-Housing News,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://www.multihousingnews.com/feed/,Failed,0,0,RSS parsing issue: status=403; <unknown>:2:1246: not well-formed (invalid token),Failing
2026-06-28,20260628-000336-0274ba14,GlobeSt,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://www.globest.com/feed/,Failed,0,0,RSS parsing issue: status=404; <unknown>:2:0: syntax error,Failing
2026-06-28,20260628-000336-0274ba14,Bisnow,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://www.bisnow.com/rss,OK,30,4,,High Value
2026-06-28,20260628-000336-0274ba14,Commercial Observer,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://commercialobserver.com/feed/,OK,17,2,,Useful
2026-06-28,20260628-000336-0274ba14,Connect CRE,Core Multifamily News,Tier 1,development_pipeline;gp_activity;national_multifamily,Yes,Other,https://www.connectcre.com/feed/,OK,10,2,,Useful
2026-06-28,20260628-000336-0274ba14,The Real Deal,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://therealdeal.com/feed/,Failed,0,0,RSS parsing issue: status=301; text/html; charset=utf-8 is not an XML media type,Failing
2026-06-28,20260628-000336-0274ba14,NAHB Eye on Housing - Multifamily,Public Agency / Housing Data,Tier 3,national_multifamily,Yes,Other,https://eyeonhousing.org/category/multifamily/feed/,OK,18,15,,High Value
2026-06-28,20260628-000336-0274ba14,Construction Dive,Core Multifamily News,Tier 1,national_multifamily,Yes,Other,https://www.constructiondive.com/feeds/news/,OK,10,0,,Watch
