run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0148,Refinancing - San Francisco / California - Mesa West Capital Joint Venture Provides $83M for Seattle Multifamily Apartment Community...,100,AST-20260628-022,art_e8000dbed6d93f96,Mesa West Capital Joint Venture Provides $83M for Seattle Multifamily Apartment Community Olin Fields,https://yieldpro.com/2026/06/olin-fields/,"Sat, 27 Jun 2026 18:29:45 +0000","Deal boom News Pacific region Facebook Twitter Linkedin Mesa West Capital has provided an $82.5 million first mortgage loan to a joint venture between Harrison Street Asset Management and Security Properties to refinance Olin Fields , a 352-unit garden-style apartment community in the Seattle suburb of Everett, Washington. The five-year, non-recourse financing was arranged by Jesse Weber, Scott Williams, and Kevin Coyle out of CBRE’s San Francisco office. Built on 16 acres, the 21-building prope",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-27,2026-06-28,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,Refinancing - San Francisco / California - Mesa West Capital Joint Venture Provides $83M for Seattle Multifamily Apartment Community...,Refinancing - San Francisco / California - Mesa West Capital Joint Venture Provides $83M for Seattle Multifamily Apartment Community...,San Francisco,General submarket monitoring,San Francisco,Los Angeles,Unknown,Apartment,Apartment,CBRE,CBRE,CBRE,Unknown,Unknown,Unknown,No explicit timing reference,,$83M; $82.5 million; $83m,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,transaction / capital guard: refinancing,100,49,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Mesa West Capital Joint Venture Provides $83M for Seattle Multifamily Apartment Community Olin Fields,Yield PRO,https://yieldpro.com/2026/06/olin-fields/,Medium
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0006,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,80,AST-20260628-035,art_e30c6ceb0064e47a,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,"Wed, 24 Jun 2026 13:05:00 +0000","Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood | Urbanize LA Skip to main content Advertisement Advertisement A new affordable housing complex is under construction a few blocks northwest of the B Line's Hollywood/Western Station, according to permits recently issued by the Los Angeles Department of Building and Safety. The project from Terra Capital , located on a roughly 11,000-square-foot site at 1740 N. Wilton Place, calls for the construction of a five-story buil",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,,,,,2026-06-24,2026-06-28,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),73,access_limited,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,1740 N. Wilton Place,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Under construction,No explicit timing reference,58 apartments,,,Entitlement / Permitting,Affordable / Density Bonus Strategy,Project under entitlement,Under Construction,construction_delivery_watch,matched under construction,100,26,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Urbanize LA,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,High
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0009,General Project Signal - Los Angeles / California - 100 rental townhomes deput at 1771 Blake Ave. in Frogtown,100,AST-20260628-034,art_5131ba5fca425d9c,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,"Thu, 25 Jun 2026 13:10:00 +0000","100 rental townhomes deput at 1771 Blake Ave. in Frogtown | Urbanize LA Skip to main content Advertisement Advertisement On the west side of the Los Angeles River in Frogtown , a new townhome development from Harridge Development Group . Lilian , which is being managed by Greystar, consists of 100 townhomes at 1771 W. Blake Avenue . The project consists of a series of three-story buildings, and mostly includes three-bedroom units. Interior walking path Dan Rosenkrantz A leasing website advertise",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,,,,,2026-06-25,2026-06-28,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),62,access_limited,General Project Signal - Los Angeles / California - 100 rental townhomes deput at 1771 Blake Ave. in Frogtown,General Project Signal - Los Angeles / California - 100 rental townhomes deput at 1771 Blake Ave. in Frogtown,1771 Blake Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Apartment,Apartment,Greystar,Greystar,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$5; $6; $6,,General Project Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,100,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,100 rental townhomes deput at 1771 Blake Ave. in Frogtown,Urbanize LA,https://la.urbanize.city/post/100-rental-townhomes-deput-1771-blake-ave-frogtown,High
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0081,General Project Signal - Los Angeles / California - Affordable housing on the rise at 1405 S. Broadway in DTLA,100,AST-20260628-025,art_26743d6eb2f2c852,Affordable housing on the rise at 1405 S. Broadway in DTLA,https://la.urbanize.city/post/affordable-housing-rise-1405-s-broadway-dtla,"Fri, 26 Jun 2026 13:15:00 +0000","Affordable housing on the rise at 1405 S. Broadway in DTLA | Urbanize LA Skip to main content Advertisement Advertisement In Downtown Los Angeles , an affordable housing development from Related California is starting to take shape on the site of a former state office building. Construction of Alveare Urbanize LA The Alveare project, located on a fully city block located at 1405 S. Broadway, will eventually feature 303 units of affordable and permanent supportive housing with a 6,000-square-foot",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,acceptable_repeat,,,,,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),66,access_limited,General Project Signal - Los Angeles / California - Affordable housing on the rise at 1405 S. Broadway in DTLA,General Project Signal - Los Angeles / California - Affordable housing on the rise at 1405 S. Broadway in DTLA,Los Angeles,Downtown infill,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Related Companies,Related Companies,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,303 units,,,General Project Signal,Affordable / Density Bonus Strategy,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,98,26,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Affordable housing on the rise at 1405 S. Broadway in DTLA,Urbanize LA,https://la.urbanize.city/post/affordable-housing-rise-1405-s-broadway-dtla,High
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0157,Development Start - Miami / Florida - Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,80,AST-20260628-031,art_23d91715741ad799,Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,https://www.connectcre.com/stories/related-urban-starts-work-on-167m-s-miami-affordable-housing-venture/,"Fri, 19 Jun 2026 15:33:07 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | June 19, 2026 By: Mike Boyd Related Urban Starts Work on $167M S. Miami Affordable Housing Venture Related Urban and Miami-Dade County broke ground on Gallery at SoMi Parc, a $167 million affordable housing development in South Miami. The project site was made available through a 99-year ground lease with Miami-D",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,repeat_penalized,,,,,2026-06-19,2026-06-28,9,recent_4_14d,recent,published date parsed; article age 9 day(s),55,open,Development Start - Miami / Florida - Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,Development Start - Miami / Florida - Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,South Florida,General submarket monitoring,South Florida,Los Angeles,Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,broke ground,,$167M; $167M; $167 million,,Development Start,Affordable / Density Bonus Strategy,Unknown site control,Under Construction,construction_delivery_watch,matched broke ground,95,26,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Related Urban Starts Work on $167M S. Miami Affordable Housing Venture,Connect CRE South Florida,https://www.connectcre.com/stories/related-urban-starts-work-on-167m-s-miami-affordable-housing-venture/,Low
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0016,BTR / Build-to-Rent - Santa Monica / California - Construction goes vertical for mixed-use project at 1902 Wilshire Blvd. in Santa Monica,80,AST-20260628-046,art_18395f787f173f08,Construction goes vertical for mixed-use project at 1902 Wilshire Blvd. in Santa Monica,https://la.urbanize.city/post/construction-goes-vertical-mixed-use-project-1902-wilshire-blvd-santa-monica,"Wed, 24 Jun 2026 13:15:00 +0000","Construction goes vertical for mixed-use project at 1902 Wilshire Blvd. in Santa Monica | Urbanize LA Skip to main content Advertisement Advertisement Construction has gone vertical for a new mixed-use project from Cypress Equity Investments in Santa Monica. The project at 1902 Wilshire Boulevard , which replaced a stretch of commercial buildings, for the construction of an eight-story edifice featuring 140 residential units above 7,000 square feet of ground-floor commercial space and a subterra",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,repeat_penalized,,,,,2026-06-24,2026-06-28,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),58,access_limited,BTR / Build-to-Rent - Santa Monica / California - Construction goes vertical for mixed-use project at 1902 Wilshire Blvd. in Santa Monica,BTR / Build-to-Rent - Santa Monica / California - Construction goes vertical for mixed-use project at 1902 Wilshire Blvd. in Santa Monica,1902 Wilshire Blvd,Mixed-use corridor,Santa Monica,Los Angeles,Unknown,BTR / Single-Family Rental,BTR / Single-Family Rental,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,140 apartments,,,BTR / Build-to-Rent,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,94,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Construction goes vertical for mixed-use project at 1902 Wilshire Blvd. in Santa Monica,Urbanize LA,https://la.urbanize.city/post/construction-goes-vertical-mixed-use-project-1902-wilshire-blvd-santa-monica,High
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0020,General Project Signal - Los Angeles / California - Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,80,AST-20260628-053,art_6823f125adb7b83d,Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,https://la.urbanize.city/post/affordable-housing-fully-framed-4129-centinela-ave-del-rey,"Thu, 25 Jun 2026 13:05:00 +0000","Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey | Urbanize LA Skip to main content Advertisement Advertisement Just south of Washington Boulevard in Del Rey , wood framing has reached its peak for a new affordable housing complex from Los Angeles-based developer Passo . Located at 4129 Centinela Avenue, the project consists an eight-story building that will feature 72 studio and one-bedroom apartments without on-site parking when finished. The podium-type apartment complex repl",valid,title/source/url metadata are internally consistent,Development Activity,Market Intelligence,acceptable_repeat,,,,,2026-06-25,2026-06-28,3,fresh_0_3d,fresh,published date parsed; article age 3 day(s),62,access_limited,General Project Signal - Los Angeles / California - Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,General Project Signal - Los Angeles / California - Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,4129 Centinela Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,72 apartments,,,General Project Signal,Affordable / Density Bonus Strategy,Unknown site control,Unknown,construction_delivery_watch,matched development / asset strategy execution,93,34,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",Affordable housing fully-framed at 4129 Centinela Ave. in Del Rey,Urbanize LA,https://la.urbanize.city/post/affordable-housing-fully-framed-4129-centinela-ave-del-rey,High
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0039,"Acquisition - Atlanta / Georgia - Developer Buys Land Near Charlotte Transit Station, Apartments on Way",80,AST-20260628-045,art_67621e447b3f57bc,"Developer Buys Land Near Charlotte Transit Station, Apartments on Way",https://www.connectcre.com/stories/developer-buys-land-near-charlotte-transit-station-apartments-on-way/,"Fri, 26 Jun 2026 14:33:11 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Carolinas + Apartments | June 26, 2026 By: Mike Boyd Developer Buys Land Near Charlotte Transit Station, Apartments on Way Arlington Properties acquired land at 7220 N. Tryon St. for $9 million. McKinney Holdings was the seller. The Charlotte Business Journal reports the 3.9-acre property is vacant and located across from the University City Boulev",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity; Market Intelligence,acceptable_repeat,,,,,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,open,"Acquisition - Atlanta / Georgia - Developer Buys Land Near Charlotte Transit Station, Apartments on Way","Acquisition - Atlanta / Georgia - Developer Buys Land Near Charlotte Transit Station, Apartments on Way",Atlanta,General submarket monitoring,Atlanta,Los Angeles,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$9 million; $9 million,,Acquisition,Acquisition / Site Control,Site acquired,Site Controlled,excluded,transaction / capital guard: acquisition,91,24,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details","Developer Buys Land Near Charlotte Transit Station, Apartments on Way",Connect CRE Apartments,https://www.connectcre.com/stories/developer-buys-land-near-charlotte-transit-station-apartments-on-way/,Low
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0066,Refinancing - Houston / Texas - MMCC Arranges $54M HUD-Insured Loan for Refinancing of Metro Houston Apartment Community,100,AST-20260628-021,art_6cf301e5886bd024,MMCC Arranges $54M HUD-Insured Loan for Refinancing of Metro Houston Apartment Community,https://rebusinessonline.com/mmcc-arranges-54m-hud-insured-loan-for-refinancing-of-metro-houston-apartment-community/,2026-06-26T15:14:32Z,"Lakeview at Westpark in Richmond totals 298 units. The property was built in 2021. Loans Multifamily Texas MMCC Arranges $54M HUD-Insured Loan for Refinancing of Metro Houston Apartment Community by Taylor Williams June 26, 2026 June 26, 2026 4 RICHMOND, TEXAS — Marcus & Millichap Capital Corp. (MMCC) has arranged a $54 million HUD-insured loan for the refinancing of Lakeview at Westpark, a 298-unit apartment community in Richmond, located southwest of Houston in Fort Bend County. Built in 2021,",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,open,Refinancing - Houston / Texas - MMCC Arranges $54M HUD-Insured Loan for Refinancing of Metro Houston Apartment Community,Refinancing - Houston / Texas - MMCC Arranges $54M HUD-Insured Loan for Refinancing of Metro Houston Apartment Community,Houston,General submarket monitoring,Houston,Houston / Texas,Unknown,Apartment,Apartment,Marcus & Millichap,Marcus & Millichap,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,298 units,$54M; $54M; $54 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,transaction / capital guard: refinancing,87,49,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",MMCC Arranges $54M HUD-Insured Loan for Refinancing of Metro Houston Apartment Community,REBusiness Online,https://rebusinessonline.com/mmcc-arranges-54m-hud-insured-loan-for-refinancing-of-metro-houston-apartment-community/,High
2026-06-28,20260628-000336-0274ba14,PRJ-20260628-0050,General Project Signal - California - Newsom Signs Bill Putting $11B Housing Bond on November Ballot,80,AST-20260628-040,art_b3fa419a1344e9cb,New-Construction San Diego Apartments Score $53M Bridge Loan,https://www.connectcre.com/stories/new-construction-san-diego-apartments-score-53m-bridge-loan/,"Fri, 26 Jun 2026 17:31:18 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + San Diego + Apartments | June 26, 2026 By: Paul Bubny New-Construction San Diego Apartments Score $53M Bridge Loan Broadshore Capital Partners, LLC closed on a $53.2-million floating-rate senior bridge loan secured by Monroe North Park, a newly delivered 137-unit Class A multifamily community located at 3090 Polk Ave. in the North Park neighborhood of San Diego",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-06-26,2026-06-28,2,fresh_0_3d,fresh,published date parsed; article age 2 day(s),78,open,General Project Signal - California - New-Construction San Diego Apartments Score $53M Bridge Loan,General Project Signal - California - New-Construction San Diego Apartments Score $53M Bridge Loan,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$53M; $53M; $53.2,,General Project Signal,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,transaction / capital guard: loan,85,64,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",New-Construction San Diego Apartments Score $53M Bridge Loan,Connect CRE,https://www.connectcre.com/stories/new-construction-san-diego-apartments-score-53m-bridge-loan/,Low
