run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Fannie Mae,Fannie Mae,83,96,90,100,90,100,0,100,0,60,80,Tier 2 High Potential GP,California,Apartment,Other,fannie mae,fannie mae,JV / Partnership; Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,CBRE,CBRE,100,100,90,55,90,65,0,100,25,74,73,Tier 2 High Potential GP,Riverside / California,Apartment,Other,cbre,cbre,Acquisition; Capital Inflow; Refinancing; acquisition; disposition / exit; refinancing; market expansion; selective multifamily acquisition,None detected,completed,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,PCCP,PCCP,100,93,90,75,55,100,0,90,0,67,72,Tier 2 High Potential GP,Texas,Mixed-Use Residential,Other,None detected,None detected,Capital Inflow; JV / Partnership; acquisition; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Affordable Apartments McDowell Housing Partners,Affordable Apartments McDowell Housing Partners,73,91,90,75,90,100,0,0,0,56,66,Tier 3 Monitoring GP,Florida,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; development start; JV / partnership; operational technology / AI adoption,None detected,None detected,Low,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Lincoln Property Company,Lincoln Property Company,63,98,90,55,90,100,0,0,0,52,65,Tier 3 Monitoring GP,New York,Multifamily,Other,None detected,None detected,Capital Inflow; JV / Partnership; acquisition; refinancing; JV / partnership; selective multifamily acquisition,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Bascom Group,Bascom Group,83,96,90,100,90,0,0,100,0,60,65,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Paul Bubny Brixton Capital Launches Multifamily Investment,Paul Bubny Brixton Capital Launches Multifamily Investment,83,94,0,100,90,100,0,100,0,33,64,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,JV / partnership; operational technology / AI adoption; Operational / Platform Investment; operational efficiency push,None detected,None detected,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Affinius Capital,Affinius Capital,63,91,90,55,90,100,0,0,0,52,64,Tier 3 Monitoring GP,New York,Multifamily,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; JV / partnership; selective multifamily acquisition,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Marcus & Millichap,Marcus & Millichap,100,95,75,55,90,0,0,100,25,70,60,Tier 3 Monitoring GP,Louisiana,Apartment,Other,None detected,None detected,Capital Outflow / Exit; Disposition / Exit; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,completed,High,No clear partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Mike Boyd Saratoga Capital,Mike Boyd Saratoga Capital,73,82,75,55,90,100,0,0,0,52,60,Tier 3 Monitoring GP,Atlanta / Georgia,Apartment,Other,None detected,None detected,Capital Outflow / Exit; disposition / exit; JV / partnership; distressed opportunity; operational technology / AI adoption; distressed recapitalization,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,69,70,90,55,90,100,0,0,0,55,60,Tier 3 Monitoring GP,Atlanta / Georgia,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Greystone,Greystone,63,81,90,55,90,65,0,0,0,52,57,Tier 3 Monitoring GP,Kentucky,Apartment,Other,pgim,pgim,Refinancing; Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,Moderate partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,IPA,IPA,60,68,75,75,90,0,0,60,0,46,50,Emerging Watchlist,Seattle,Multifamily,Other,None detected,None detected,Capital Outflow / Exit; Disposition / Exit; disposition / exit; operational technology / AI adoption; operational efficiency push,None detected,None detected,Medium,No clear partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,JPI,JPI,61,91,20,55,90,0,0,100,25,38,49,Emerging Watchlist,Los Angeles / California,Apartment,Other,None detected,None detected,Entitlement / Permitting; Operational / Platform Investment; operational efficiency push; operational technology / AI adoption,None detected,occupancy,High,No clear partnership signal,Improving,California / LA strategic positioning,LA / California developer strategy watch,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Somerset Companies,Somerset Companies,73,81,0,55,90,100,0,0,25,37,49,Emerging Watchlist,Washington DC,Apartment,Other,None detected,None detected,JV / partnership; operational technology / AI adoption; Operational / Platform Investment; operational efficiency push,None detected,delivered,Low,Strong partnership signal,Improving,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Operational Excellence Signal
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Berkadia,Berkadia,73,83,90,55,90,0,0,0,0,56,47,Emerging Watchlist,Phoenix / Arizona,Apartment,Other,berkadia,berkadia,Construction Financing; Refinancing / Recapitalization; operational efficiency push; refinancing; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Associated Bank,Associated Bank,63,73,90,75,90,0,0,0,0,52,47,Emerging Watchlist,Texas,Multifamily,Other,None detected,None detected,Refinancing / Recapitalization; Sun Belt expansion; refinancing,None detected,None detected,Low,No clear partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Two Multifamily Communities,Two Multifamily Communities,63,78,90,55,90,0,0,0,0,52,46,Emerging Watchlist,Colorado,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,Low,No clear partnership signal,Improving,Distressed opportunity positioning,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,AvalonBay,AvalonBay,69,93,0,55,90,0,0,100,0,28,44,Emerging Watchlist,Nashville / Tennessee,Multifamily,Other,None detected,None detected,Operational / Platform Investment; operational efficiency push; operational technology / AI adoption,None detected,None detected,High,No clear partnership signal,Improving,California / LA strategic positioning,LA / California developer strategy watch,Review LA / California development activity,Low,Institutional Capital Magnet; LA Strategic Watch
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Healthcare Capital,Healthcare Capital,68,69,90,55,30,0,0,0,0,54,38,Low Signal,Phoenix / Arizona,General Residential,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,Capital market and pricing discovery reference,Review institutional pricing and capital flow signals,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Camden Property Trust,Camden Property Trust,61,79,0,55,90,0,0,0,0,24,32,Low Signal,Nashville / Tennessee,Multifamily,Other,None detected,None detected,Operational / Platform Investment; operational efficiency push; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,General developer monitoring,Monitor only,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,M&T Bank,M&T Bank,61,77,0,55,90,0,0,0,0,24,31,Low Signal,Miami / Florida,Apartment,Other,None detected,None detected,Operational / Platform Investment; operational efficiency push; operational technology / AI adoption,None detected,None detected,Low,No clear partnership signal,Improving,Selective residential growth,General developer monitoring,Monitor only,Medium,Institutional Capital Magnet
2026-08-22,20260822-232054-b3ec23da,2026-08-22 23:20:54,Two Class A Multifamily Communities,Two Class A Multifamily Communities,51,60,0,55,90,0,0,0,0,20,28,Low Signal,Colorado,Apartment,Other,None detected,None detected,market expansion; stable platform monitoring,None detected,None detected,Low,No clear partnership signal,Stable,Selective residential growth,General developer monitoring,Monitor only,Medium,General Monitoring
