run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-05-26,20260526-230211-c37354de,LAW-20260526-001,Los Angeles,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,57,67,Relevant to California entitlement monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,Medium
2026-05-26,20260526-230211-c37354de,LAW-20260526-003,California,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,45,65,Relevant to California entitlement monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-005,L.A.,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Unknown,Multifamily,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-004,Los Angeles,Entitlement / Permitting - Los Angeles - 17 apartments planned at 2217 S. Fox Hills Dr. in Century City,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",17 apartments planned at 2217 S. Fox Hills Dr. in Century City,https://la.urbanize.city/post/17-apartments-planned-2217-s-fox-hills-dr-century-city,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-002,Los Angeles,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Unknown,Apartment,Density Bonus / TOC,Unknown Stage,28,48,49,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",https://www.bisnow.com/national/news/capital-markets/avalonbay-equity-residential-all-stock-merger-creating-180000-apartment-giant-134679,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-007,Los Angeles,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Unknown,Workforce Housing,Entitlement Approval,Unknown Stage,28,35,49,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Habitat development opens for residents next to La Cienega/Jefferson Station,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-006,San Francisco,Entitlement / Permitting - California - Demolition Permits Filed For 1939 Market Street in San Francisco,Unknown,Senior Housing,Entitlement Approval,Early Planning,20,35,47,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Demolition Permits Filed For 1939 Market Street in San Francisco,https://sfyimby.com/2026/05/demolition-permits-filed-for-1939-market-street-in-san-francisco.html,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-008,Los Angeles,"Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",Unknown,Affordable Housing,Zoning / Rezoning,Early Planning,30,30,43,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent","Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",https://sfyimby.com/2026/05/plans-increase-for-1223-east-33rd-avenue-in-fruitvale-oakland.html,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-010,Atlanta,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Cambridge Properties Bringing New Life to Aging Charlotte Center,https://www.connectcre.com/stories/cambridge-properties-bringing-new-life-to-aging-center/,Low
2026-05-26,20260526-230211-c37354de,LAW-20260526-009,Unknown,"Entitlement / Permitting - Other / Unknown - Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",Unknown,Affordable Housing,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",https://sfyimby.com/2026/05/plans-increase-for-1223-east-33rd-avenue-in-fruitvale-oakland.html,Low
