run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Apartment,32,30,14,29,89.8,Sun Belt,Developer Strategy,AvalonBay,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Multifamily,13,4,5,8,70.5,National,Developer Strategy,None detected,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Affordable Housing,6,4,3,5,83.7,California,Developer Strategy,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,BTR / Single-Family Rental,5,4,2,5,75.4,Sun Belt,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Student Housing,3,1,2,3,69.3,National,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Workforce Housing,1,1,1,1,100.0,Los Angeles,Regulation Risk,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Office-to-Residential Conversion,1,1,0,1,100.0,Los Angeles,Regulation Risk,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Mixed-Use Residential,4,3,1,1,84.8,Sun Belt,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Senior Housing,3,2,0,3,77.0,California,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,General Residential,8,1,5,6,58.6,Sun Belt,Institutional Flow,Blackstone,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
