run_date,run_id,run_timestamp,source_name,source_category,platform_type,source_priority_tier,source_status,activation_type,feed_url,last_successful_fetch,fetch_attempts,fetch_success_rate,entries_found,articles_saved,signal_density_score,gp_signal_count,deal_signal_count,capital_markets_signal_count,residential_sector_signal_count,california_signal_count,la_signal_count,institutional_signal_count,source_quality_score,source_priority_label
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE Orange County,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=orange-county,2026-05-26 06:05:16,1,100,10,3,100,2,2,0,2,3,0,2,84,Production Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed/,2026-05-26 06:05:16,1,100,10,3,100,2,3,1,3,1,0,2,80,Production Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Urbanize LA,Regional / California / LA Sources,Other,Tier 3,Working,RSS,https://la.urbanize.city/rss.xml,2026-05-26 06:05:16,1,100,10,7,100,6,1,0,6,2,4,1,80,Production Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Yield PRO,Core Multifamily News,Other,Tier 3,Working,RSS,https://yieldpro.com/feed/,2026-05-26 06:05:16,1,100,10,9,100,6,3,3,9,1,0,3,80,Production Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Blackstone Real Estate,Developer / GP Newsrooms,Other,Tier 1,Working,RSS,https://www.blackstone.com/news/rss/,2026-05-26 06:05:16,1,100,10,3,60,0,1,2,0,0,0,3,78,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE South Florida,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=south-florida,2026-05-26 06:05:16,1,100,10,5,100,4,3,2,5,0,0,0,77,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,SF YIMBY,Regional / California / LA Sources,Other,Tier 3,Working,RSS,https://sfyimby.com/feed,2026-05-26 06:05:16,1,100,5,4,100,4,0,0,4,2,0,0,74,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,REBusiness Online,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://rebusinessonline.com/feed/atom/,2026-05-26 06:05:16,1,100,20,5,85,3,4,3,5,0,0,2,73,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE Charlotte,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=charlotte,2026-05-26 06:05:16,1,100,10,3,90,1,2,2,3,0,0,1,71,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Bisnow,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.bisnow.com/rss,2026-05-26 06:05:16,1,100,30,7,60,4,1,3,6,1,0,3,70,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,NAHB Eye on Housing - Multifamily,Public Agency / Housing Data,Other,Tier 3,Working,RSS,https://eyeonhousing.org/category/multifamily/feed/,2026-05-26 06:05:16,1,100,18,13,100,8,0,1,13,0,0,1,70,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE Phoenix,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=phoenix,2026-05-26 06:05:16,1,100,10,3,80,3,1,1,2,0,0,1,68,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Commercial Observer,Core Multifamily News,Other,Tier 3,Working,RSS,https://commercialobserver.com/feed/,2026-05-26 06:05:16,1,100,17,3,47,1,2,1,2,0,0,2,63,High Value Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE Apartments,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?property-sector=apartments,2026-05-26 06:05:16,1,100,10,4,50,0,1,1,1,1,0,1,57,Validation Candidate
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE Atlanta,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=atlanta,2026-05-26 06:05:16,1,100,10,2,50,1,1,1,2,0,0,0,54,Validation Candidate
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Blackstone Real Estate Source Expansion,Developer / GP Source Expansion,Institutional Capital Platform,Tier 1,Working,RSS,https://www.blackstone.com/news/rss/,2026-05-26 06:05:16,1,100,10,3,0,0,0,0,0,0,0,0,45,Validation Candidate
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Multifamily Executive,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.multifamilyexecutive.com/rss.xml,2026-05-26 06:05:16,1,100,10,3,40,0,0,0,3,0,0,1,45,Validation Candidate
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Multifamily Dive,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.multifamilydive.com/feeds/news/,2026-05-26 06:05:16,1,100,10,2,30,1,0,0,2,0,0,0,43,Validation Candidate
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Connect CRE Texas,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=texas,2026-05-26 06:05:16,1,100,10,0,0,0,0,0,0,0,0,0,32,Manual Review
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Construction Dive,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.constructiondive.com/feeds/news/,2026-05-26 06:05:16,1,100,10,0,0,0,0,0,0,0,0,0,32,Manual Review
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Federal Reserve - Press Releases,Public Agency / Housing Data,Other,Tier 3,Working,RSS,https://www.federalreserve.gov/feeds/press_all.xml,2026-05-26 06:05:16,1,100,20,0,0,0,0,0,0,0,0,0,32,Manual Review
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,HousingWire,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.housingwire.com/feed/,2026-05-26 06:05:16,1,100,10,0,0,0,0,0,0,0,0,0,32,Manual Review
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Berkadia Research,Brokerage / Debt / Research,Other,Tier 1,Failed,RSS,https://berkadia.com/feed/,,1,0,0,0,0,0,0,0,0,0,0,0,24,Failed Critical Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Berkadia Source Expansion,Developer / GP Source Expansion,Lender / Debt Platform,Tier 1,Failed,RSS,https://berkadia.com/feed/,,1,0,0,0,0,0,0,0,0,0,0,0,24,Failed Critical Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Hines Newsroom,Developer / GP Newsrooms,Other,Tier 1,Failed,RSS,https://www.hines.com/news/feed,,1,0,0,0,0,0,0,0,0,0,0,0,24,Failed Critical Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,Hines Source Expansion,Developer / GP Source Expansion,Institutional Capital Platform,Tier 1,Failed,RSS,https://www.hines.com/news/feed,,1,0,0,0,0,0,0,0,0,0,0,0,24,Failed Critical Source
2026-05-26,20260526-060516-8f6cea4b,2026-05-26 06:05:16,NMHC News,Institutional Real Estate / Capital Markets,Other,Tier 1,Failed,RSS,https://www.nmhc.org/news/rss/,,1,0,0,0,0,0,0,0,0,0,0,0,24,Failed Critical Source
