run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,California,Apartment,20,18,13,92.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Los Angeles,Affordable Housing,9,8,6,94.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,National / Other,Apartment,31,18,9,73.6,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Southeast,Apartment,8,7,2,83.9,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Florida,Apartment,9,6,4,79.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,New York,Apartment,5,5,3,79.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Texas,Mixed-Use Residential,4,3,1,79.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Seattle,Apartment,2,2,2,100.0,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Arizona,Apartment,2,1,2,79.5,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Phoenix,Apartment,2,1,2,79.5,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Dallas,Apartment,2,1,1,72.5,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Sun Belt,Apartment,1,1,0,100.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
