run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-08-29,20260829-040317-63789372,PRJ-20260829-0056,Acquisition - California - Vivmark Merger Triggers $742M in Bay Area Apartment Acquisitions,100,2026-08-29 04:03:17,art_b6e308bdb7cb3643,valid,GP / Capital Activity,,new_or_fresh,100,open,Acquisition - California - Vivmark Merger Triggers $742M in Bay Area Apartment Acquisitions,Acquisition,Apartment,Apartment,California,California,California,AvalonBay,AvalonBay,equity residential,Unknown,Unknown,equity residential,equity residential,California,"1,843 units",$742M; $742M; $742m,,$742M,,,,,,,,100,High Deal Intelligence,Pricing benchmark,Vivmark Merger Triggers $742M in Bay Area Apartment Acquisitions,Connect CRE Apartments,https://www.connectcre.com/stories/vivmark-merger-triggers-742m-in-bay-area-apartment-acquisitions/,100,DFP-7EDFB15827,90,Acquisition - Acquisition - California - Vivmark Merger Triggers $742M in Bay Area Apartment Acquisitions,Acquisition - AvalonBay - California,DCL-20260829-001,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0055,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",100,2026-08-29 04:03:17,art_ec3ebb15c7a6967a,valid,Development Activity,GP / Capital Activity,repeat_penalized,48,open,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",JV / Partnership,Senior Housing,Senior Housing,California,California,California,Alliance Residential,Alliance Residential,Unknown,jll,JLL,Unknown,Unknown,California,545 units,,,,,,,,,completed,,93,High Deal Intelligence,GP partnership reference,"JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",Connect CRE California,https://www.connectcre.com/stories/jv-of-affinius-alliance-residential-divests-norcal-seniors-housing-duo/,100,DFP-5150E25F5B,90,"JV / Partnership - JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",JV / Partnership - Alliance Residential - California,DCL-20260829-002,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0061,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,100,2026-08-29 04:03:17,art_ac03f25d9f6e54c4,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Refinancing,Apartment,Affordable Housing,California,California,California,Greystone,Greystone,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$46.79; $46.79,$46.79,,,,,,,,,93,High Deal Intelligence,Capital market signal,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Connect CRE,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,100,DFP-DE4934F3DE,90,Refinancing - Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Refinancing - Greystone - Fannie Mae - California,DCL-20260829-003,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0059,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,100,2026-08-29 04:03:17,art_22a15f6c44643113,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership,Apartment,Apartment,California,California,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$58; $58,$58,,,,,,,,,90,High Deal Intelligence,Capital market signal,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Connect CRE Orange County,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,91,DFP-B273300EB5,90,JV / Partnership - JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership - Fannie Mae - California,DCL-20260829-004,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0150,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,100,2026-08-29 04:03:17,art_9a98d3f2632c53f4,valid,Development Activity,GP / Capital Activity,acceptable_repeat,70,open,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Construction Financing,Apartment,Apartment,Phoenix / Arizona,Phoenix,Unknown,Berkadia,Berkadia,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$35 million; $35 million,$35 million,,,,,,,,,85,High Deal Intelligence,Capital market signal,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Connect CRE South Florida,https://www.connectcre.com/stories/princeton-developer-obtains-financing-for-phase-iii-of-374-unit-rental-community/,100,DFP-2AE4DD793E,90,Construction Financing - Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Construction Financing - Berkadia - Berkadia - Sun Belt,DCL-20260829-005,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0062,"JV / Partnership - California - Rockpoint, Holland Partner Group to Develop 311-Unit Multifamily Project in San Jose, Cali...",100,2026-08-29 04:03:17,art_0c66adbc0ba747b1,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"JV / Partnership - California - Rockpoint, Holland Partner Group to Develop 311-Unit Multifamily Project in San Jose, Cali...",JV / Partnership,Apartment,Apartment,California,California,California,Holland Partner Group,Holland Partner Group,Unknown,Unknown,Unknown,Unknown,Unknown,California,311 apartments,,,,,,,,,,,85,High Deal Intelligence,GP partnership reference,"Rockpoint, Holland Partner Group to Develop 311-Unit Multifamily Project in San Jose, California",REBusiness Online,https://rebusinessonline.com/rockpoint-holland-partner-group-to-develop-311-unit-multifamily-project-in-san-jose-california/,100,DFP-68C080FB0F,80,"JV / Partnership - JV / Partnership - California - Rockpoint, Holland Partner Group to Develop 311-Unit Multifamily Project in San Jose, Cali...",JV / Partnership - Holland Partner Group - California,DCL-20260829-006,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0080,Refinancing - Georgia - CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgi...,100,2026-08-29 04:03:17,art_04bcb7dedd3490d4,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Refinancing - Georgia - CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgi...,Refinancing,Apartment,Apartment,Georgia,Georgia,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Georgia,,$36.6 million; $33.5 million; $36.6 million,$33.5 million,,,,,,,,,85,High Deal Intelligence,Capital market signal,CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgia,Yield PRO,https://yieldpro.com/2026/08/ascent-athens/,100,DFP-FC523B1F79,90,Refinancing - Refinancing - Georgia - CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgi...,Refinancing - JLL - JLL - Georgia,DCL-20260829-007,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0063,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,100,2026-08-29 04:03:17,art_66eb7cb15b1404e3,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,open,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,JV / Partnership,Apartment,Apartment,California,California,California,IPA,IPA,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$33.6 million; $33.6 million,,$33.6 million,,,,,,,,84,High Deal Intelligence,Pricing benchmark,JV Acquires Value-Add Escondido Multifamily,Connect CRE California,https://www.connectcre.com/stories/jv-acquires-value-add-escondido-multifamily/,96,DFP-B4AEA69005,80,JV / Partnership - JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,JV / Partnership - IPA - California,DCL-20260829-008,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0054,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,100,2026-08-29 04:03:17,art_f8380cd79a309afb,suspicious_duplicate,Development Activity,GP / Capital Activity,repeat_penalized,42,access_limited,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,JV / Partnership,Apartment,Apartment,California,California,California,Affinius Capital,Affinius Capital,Unknown,Unknown,Unknown,Unknown,Unknown,California,408 apartments,,,,,,,,,broke ground,,83,High Deal Intelligence,GP partnership reference,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,Urbanize LA,https://la.urbanize.city/post/408-apartments-rise-2828-n-mainplace-dr-santa-ana,93,DFP-F4073D0B19,80,JV / Partnership - JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,JV / Partnership - Affinius Capital - California,DCL-20260829-009,1
2026-08-29,20260829-040317-63789372,PRJ-20260829-0181,Acquisition - Virginia - Greystar Acquires Master-Planned Mixed-Use Multifamily Development Project Parcel in Frede...,100,2026-08-29 04:03:17,art_db1c66d3e195d005,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - Virginia - Greystar Acquires Master-Planned Mixed-Use Multifamily Development Project Parcel in Frede...,Acquisition,Mixed-Use Residential,Mixed-Use Residential,Virginia,Virginia,Unknown,Greystar,Greystar,ares,Unknown,Unknown,ares,ares,Virginia,,$27 million; $27 million,,,,,,,,,,79,Useful Deal Signal,Underwriting benchmark,Greystar Acquires Master-Planned Mixed-Use Multifamily Development Project Parcel in Fredericksburg Virginia,Yield PRO,https://yieldpro.com/2026/08/ulmanor-farm/,83,DFP-31A10406CD,80,Acquisition - Acquisition - Virginia - Greystar Acquires Master-Planned Mixed-Use Multifamily Development Project Parcel in Frede...,Acquisition - Greystar - Virginia,DCL-20260829-010,1
