run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-003,DFP-DE4934F3DE,2,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,95,80,1,1,0,0,Yes,Refinancing Gap,,California,Affordable Housing
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-007,DFP-FC523B1F79,2,CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgia,CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgia,90,66,1,1,0,0,Yes,Refinancing Gap,,Georgia,Apartment
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-016,DFP-CA1A264338,2,"JLL Arranges $39M Loan for Refinancing of Active Adult Complex in Worcester, Massachusetts","JLL Arranges $39M Loan for Refinancing of Active Adult Complex in Worcester, Massachusetts",87,64,1,1,0,0,Yes,Refinancing Gap,,Other / Unknown,Senior Housing
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-013,DFP-2BA04A1566,2,Bascom Refis Historic Apartments in LA’s Westlake District,Bascom Refis Historic Apartments in LA’s Westlake District,85,64,1,1,0,0,Yes,Refinancing Gap,,Los Angeles / California,Apartment
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-005,DFP-2AE4DD793E,2,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,84,64,1,1,0,0,Yes,Construction Financing Gap,,Phoenix / Arizona,Apartment
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-025,DFP-1D30DF7BD9,2,Investor Team Scores $53.5M Refi on Doral Center Offices,Investor Team Scores $53.5M Refi on Doral Center Offices,82,61,1,1,0,0,Yes,Refinancing Gap,,Miami / Florida,General Residential
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-030,DFP-2CDD43BD7C,2,Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,62,58,1,1,0,0,Yes,Construction Financing Gap,,Houston / Texas,Mixed-Use Residential
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-038,DFP-9979D8C0D0,2,Knighthead Funding Refis Chicago-Area Apartments With $32M Loan,Knighthead Funding Refis Chicago-Area Apartments With $32M Loan,61,57,1,1,0,0,Yes,Refinancing Gap,,Other / Unknown,Apartment
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-026,DFP-CB4FD0CDD9,2,Bain Capital Joint Venture Secures $75M Construction Financing for New Multifamily Townhome Community in Riverside California,Bain Capital Joint Venture Secures $75M Construction Financing for New Multifamily Townhome Community in Riverside California,61,55,1,1,0,0,Yes,Construction Financing Gap,,Riverside / California,Multifamily
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DCL-20260829-044,DFP-45FE803759,2,Dwight Supplies $70M Refi on Newark Multifamily Tower,Dwight Supplies $70M Refi on Newark Multifamily Tower,60,55,1,1,0,0,Yes,Refinancing Gap,,Other / Unknown,Apartment
