run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,California,0,9,1,0,0,0,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Acquisition - California - Vivmark Merger Triggers $742M in Bay Area Apartment Acquisitions; Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington; Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer; General Project Signal - California - Rendering vs. Reality: Torrance's Gable House Apartments; JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,95,30,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Los Angeles,9,1,1,1,1,2,Apartment,Density Bonus / TOC,Density bonus corridor,Unknown,12-story residential building pitched for 1517 15th St. in Santa Monica; 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana; Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown; Affordable housing on the rise at 728 Lagoon Ave. in Wilmington; Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,82,50,Yes,LA affordable / density bonus watch,Track local planning docket and entitlement precedent,High
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Koreatown,1,1,2,1,0,1,Affordable Housing,Density Bonus / TOC,Density bonus corridor,Unknown,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown; Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,75,52,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Santa Ana,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana; JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,71,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Santa Monica,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,12-story residential building pitched for 1517 15th St. in Santa Monica; Entitlement / Permitting - Santa Monica / California - 12-story residential building pitched for 1517 15th St. in Santa Monica,67,40,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Lincoln Heights,1,1,0,1,0,2,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights; Development Start - Los Angeles / California - Affordable housing starts to rise at 216 S. Avenue 24 in Lincoln Heights,66,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Riverside,1,1,0,1,1,1,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Bain Capital Joint Venture Secures $75M Construction Financing for New Multifamily Townhome Community in Riverside California; Construction Financing - Riverside / California - Bain Capital Joint Venture Secures $75M Construction Financing for New Multifamily Townhom...,61,45,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,DTLA,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,Downtown infill,Unknown,JV / Partnership - Beverly Hills / California - Renovations planned for two former Skid Row Housing Trust sites in DTLA; Renovations planned for two former Skid Row Housing Trust sites in DTLA,55,30,No,DTLA adaptive reuse watch,Review potential acquisition pipeline,Medium
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Inland Empire,1,0,0,0,0,0,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Bain Capital Joint Venture Secures $75M Construction Financing for New Multifamily Townhome Community in Riverside California,12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-08-29,20260829-040317-63789372,2026-08-29 04:03:17,Orange County,2,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,12,30,No,Orange County suburban apartment watch,Monitor only,Low
