run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_transition_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,previous_stage,current_stage,previous_stage_rank,current_stage_rank,transition_type,stage_change,days_since_first_seen,days_since_last_seen,observation_count,progression_score,stall_risk_score,execution_momentum_label,woomi_timing_relevance,recommended_transition_follow_up,evidence_article_title,source,url,confidence_level
2026-08-29,20260829-040317-63789372,PRJ-20260829-0096,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,100,LCT-20260829-002,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,California,Los Angeles,Apartment,Bascom Group,Delivery / Opening,Delivery / Opening,13,13,Mature / Operating,0,1,1,2,80,26,Mature,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Bascom Refis Historic Apartments in LA’s Westlake District,Connect CRE California,https://www.connectcre.com/stories/bascom-refis-historic-apartments-in-las-westlake-district/,High
2026-08-29,20260829-040317-63789372,PRJ-20260829-0054,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,100,LCT-20260829-005,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,California,California,Apartment,Affinius Capital,Vertical Construction,Vertical Construction,11,11,Same Stage Persistence,0,1,1,2,80,11,Stable,Relevant to construction timing,Monitor for another run to confirm lifecycle direction,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,Urbanize LA,https://la.urbanize.city/post/408-apartments-rise-2828-n-mainplace-dr-santa-ana,High
2026-08-29,20260829-040317-63789372,PRJ-20260829-0055,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",100,LCT-20260829-006,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",California,California,Senior Housing,Alliance Residential,Delivery / Opening,Delivery / Opening,13,13,Mature / Operating,0,1,1,2,80,11,Mature,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark","JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",Connect CRE California,https://www.connectcre.com/stories/jv-of-affinius-alliance-residential-divests-norcal-seniors-housing-duo/,High
2026-08-29,20260829-040317-63789372,PRJ-20260829-0066,Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer,80,LCT-20260829-021,Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,California,California,Affordable Housing,Unknown,Vertical Construction,Vertical Construction,11,11,Same Stage Persistence,0,1,1,2,79,13,Stable,Relevant to construction timing,Monitor for another run to confirm lifecycle direction,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,Urbanize LA,https://la.urbanize.city/post/affordable-housing-rise-728-lagoon-ave-wilmington,High
2026-08-29,20260829-040317-63789372,PRJ-20260829-0102,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,80,LCT-20260829-017,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,California,Los Angeles,Apartment,,Vertical Construction,Vertical Construction,11,11,Same Stage Persistence,0,1,1,2,79,11,Stable,Relevant to construction timing,Monitor for another run to confirm lifecycle direction,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,Urbanize LA,https://la.urbanize.city/post/408-apartments-rise-2828-n-mainplace-dr-santa-ana,High
2026-08-29,20260829-040317-63789372,PRJ-20260829-0102,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,80,LCT-20260829-018,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,California,Los Angeles,Affordable Housing,,Vertical Construction,Vertical Construction,11,11,Same Stage Persistence,0,1,1,2,79,11,Stable,Relevant to construction timing,Monitor for another run to confirm lifecycle direction,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,Urbanize LA,https://la.urbanize.city/post/affordable-housing-rise-728-lagoon-ave-wilmington,High
2026-08-29,20260829-040317-63789372,PRJ-20260829-0141,Laramar Group Acquires 656-Unit High-Rise Apartment Building in Chicago,100,LCT-20260829-034,Laramar Group Acquires 656-Unit High-Rise Apartment Building in Chicago,Other / Unknown,Unknown,Apartment,Laramar Group,No Previous Record,Delivery / Opening,0,13,Newly Detected Project,13,0,0,1,72,11,Unknown,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Laramar Group Acquires 656-Unit High-Rise Apartment Building in Chicago,Connect CRE Apartments,https://www.connectcre.com/stories/laramar-group-acquires-656-unit-high-rise-apartment-building-in-chicago/,Medium
2026-08-29,20260829-040317-63789372,PRJ-20260829-0078,"Refinancing - Dallas / Texas - Partnership Refinances 408-Unit Multifamily Property in Princeton, Texas",80,LCT-20260829-050,"Refinancing - Dallas / Texas - Partnership Refinances 408-Unit Multifamily Property in Princeton, Texas",Unknown,Dallas,Multifamily,Unknown,No Previous Record,Delivery / Opening,0,13,Newly Detected Project,13,0,0,1,71,27,Unknown,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark","Partnership Refinances 408-Unit Multifamily Property in Princeton, Texas",REBusiness Online,https://rebusinessonline.com/partnership-refinances-408-unit-multifamily-property-in-princeton-texas/,Medium
2026-08-29,20260829-040317-63789372,PRJ-20260829-0180,Construction Financing - Other / Unknown - Joint Venture Between Urby and Rockpoint Secures $277M for Multi Tower Multifamily Project...,80,LCT-20260829-062,Acquisition - Other / Unknown - Laramar Group Acquires 656-Unit High-Rise Apartment Building in Chicago,Unknown,Unknown,Apartment,Unknown,No Previous Record,Delivery / Opening,0,13,Newly Detected Project,13,0,0,1,70,12,Unknown,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Laramar Group Acquires 656-Unit High-Rise Apartment Building in Chicago,Connect CRE Apartments,https://www.connectcre.com/stories/laramar-group-acquires-656-unit-high-rise-apartment-building-in-chicago/,Medium
2026-08-29,20260829-040317-63789372,PRJ-20260829-0085,Construction Financing - Houston / Texas - Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,80,LCT-20260829-029,Construction Financing - Houston / Texas - Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,Unknown,Houston,Mixed-Use Residential,Unknown,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,63,30,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,Connect CRE Texas,https://www.connectcre.com/stories/southern-land-co-inks-165-9m-construction-loan-for-upper-kirby-mixed-use-project/,Medium
